FECHA,TMAX,TMIN,TPROM,NOMBRE
12/15/2022,29.1,18.6,23.85,AEROPARQUE AERO
12/14/2022,30.7,20.5,25.6,AEROPARQUE AERO
12/13/2022,26.5,16.8,21.65,AEROPARQUE AERO
12/12/2022,27.6,18.4,23,AEROPARQUE AERO
12/11/2022,35.9,23.8,29.85,AEROPARQUE AERO
12/10/2022,28,21.6,24.8,AEROPARQUE AERO
12/9/2022,34.6,22.4,28.5,AEROPARQUE AERO
12/8/2022,34.8,21.1,27.95,AEROPARQUE AERO
12/7/2022,33.3,25.3,29.3,AEROPARQUE AERO
12/6/2022,32.9,23.2,28.05,AEROPARQUE AERO
12/5/2022,31.6,23.1,27.35,AEROPARQUE AERO
12/4/2022,28.7,18.8,23.75,AEROPARQUE AERO
12/3/2022,25.6,18.6,22.1,AEROPARQUE AERO
12/2/2022,24.3,15.6,19.95,AEROPARQUE AERO
12/1/2022,24.4,17.8,21.1,AEROPARQUE AERO
11/30/2022,28.1,23.4,25.75,AEROPARQUE AERO
11/29/2022,32.1,22.7,27.4,AEROPARQUE AERO
11/28/2022,30,22.3,26.15,AEROPARQUE AERO
11/27/2022,29.1,21.7,25.4,AEROPARQUE AERO
11/26/2022,28.4,20.1,24.25,AEROPARQUE AERO
11/25/2022,29.8,17.2,23.5,AEROPARQUE AERO
11/24/2022,31.9,18.5,25.2,AEROPARQUE AERO
11/23/2022,28.6,14.8,21.7,AEROPARQUE AERO
11/22/2022,24.2,13.3,18.75,AEROPARQUE AERO
11/21/2022,19.6,14.7,17.15,AEROPARQUE AERO
11/20/2022,29.5,17.8,23.65,AEROPARQUE AERO
11/19/2022,29.8,22.5,26.15,AEROPARQUE AERO
11/18/2022,28,21.3,24.65,AEROPARQUE AERO
11/17/2022,29.6,21.1,25.35,AEROPARQUE AERO
11/16/2022,29.6,19.4,24.5,AEROPARQUE AERO
11/15/2022,32.7,16.3,24.5,AEROPARQUE AERO
11/14/2022,23.5,15.6,19.55,AEROPARQUE AERO
11/13/2022,25.1,18.7,21.9,AEROPARQUE AERO
11/12/2022,26.8,20.2,23.5,AEROPARQUE AERO
11/11/2022,27.6,18.8,23.2,AEROPARQUE AERO
11/10/2022,25.6,17.3,21.45,AEROPARQUE AERO
11/9/2022,24.1,16.6,20.35,AEROPARQUE AERO
11/8/2022,24.5,15.8,20.15,AEROPARQUE AERO
11/7/2022,24.4,16,20.2,AEROPARQUE AERO
11/6/2022,23.6,16,19.8,AEROPARQUE AERO
11/5/2022,23.1,15.8,19.45,AEROPARQUE AERO
11/4/2022,22.8,14.8,18.8,AEROPARQUE AERO
11/3/2022,23.7,16.2,19.95,AEROPARQUE AERO
11/2/2022,24.7,11.8,18.25,AEROPARQUE AERO
11/1/2022,19.9,9.3,14.6,AEROPARQUE AERO
10/31/2022,17,7.8,12.4,AEROPARQUE AERO
10/30/2022,22.2,11.4,16.8,AEROPARQUE AERO
10/29/2022,30.1,19.1,24.6,AEROPARQUE AERO
10/28/2022,34.6,17.2,25.9,AEROPARQUE AERO
10/27/2022,28.6,15.3,21.95,AEROPARQUE AERO
10/26/2022,24.7,17.1,20.9,AEROPARQUE AERO
10/25/2022,25.6,17.5,21.55,AEROPARQUE AERO
10/24/2022,24.1,15.3,19.7,AEROPARQUE AERO
10/23/2022,18.8,10.8,14.8,AEROPARQUE AERO
10/22/2022,17.1,10.8,13.95,AEROPARQUE AERO
10/21/2022,21.7,16.3,19,AEROPARQUE AERO
10/20/2022,21.5,17.3,19.4,AEROPARQUE AERO
10/19/2022,21.1,16.4,18.75,AEROPARQUE AERO
10/18/2022,21.1,14.8,17.95,AEROPARQUE AERO
10/17/2022,19.3,14.1,16.7,AEROPARQUE AERO
10/16/2022,18.8,12.4,15.6,AEROPARQUE AERO
10/15/2022,15.6,12.3,13.95,AEROPARQUE AERO
10/14/2022,16.4,11.1,13.75,AEROPARQUE AERO
10/13/2022,24.6,11.3,17.95,AEROPARQUE AERO
10/12/2022,29.1,11.4,20.25,AEROPARQUE AERO
10/11/2022,18.6,12.8,15.7,AEROPARQUE AERO
10/10/2022,19.4,10.3,14.85,AEROPARQUE AERO
10/9/2022,21.1,6.3,13.7,AEROPARQUE AERO
10/8/2022,22.6,9.3,15.95,AEROPARQUE AERO
10/7/2022,28.6,12.5,20.55,AEROPARQUE AERO
10/6/2022,23.1,14.3,18.7,AEROPARQUE AERO
10/5/2022,21.2,13.8,17.5,AEROPARQUE AERO
10/4/2022,19.2,11.3,15.25,AEROPARQUE AERO
10/3/2022,17.2,11,14.1,AEROPARQUE AERO
10/2/2022,22.1,13.2,17.65,AEROPARQUE AERO
10/1/2022,20.6,12.9,16.75,AEROPARQUE AERO
9/30/2022,18.6,12.4,15.5,AEROPARQUE AERO
9/29/2022,17.5,11,14.25,AEROPARQUE AERO
9/28/2022,17.1,11.3,14.2,AEROPARQUE AERO
9/27/2022,23.1,13.7,18.4,AEROPARQUE AERO
9/26/2022,21,14.6,17.8,AEROPARQUE AERO
9/25/2022,20.2,13.3,16.75,AEROPARQUE AERO
9/24/2022,20.8,11.8,16.3,AEROPARQUE AERO
9/23/2022,18.1,8.4,13.25,AEROPARQUE AERO
9/22/2022,19.1,10.3,14.7,AEROPARQUE AERO
9/21/2022,17.1,12,14.55,AEROPARQUE AERO
9/20/2022,18.6,8.8,13.7,AEROPARQUE AERO
9/19/2022,22.6,15.6,19.1,AEROPARQUE AERO
9/18/2022,19.9,15.3,17.6,AEROPARQUE AERO
9/17/2022,22.7,14.9,18.8,AEROPARQUE AERO
9/16/2022,21.6,14,17.8,AEROPARQUE AERO
9/15/2022,19.6,12.8,16.2,AEROPARQUE AERO
9/14/2022,17.7,11.6,14.65,AEROPARQUE AERO
9/13/2022,16.4,10.8,13.6,AEROPARQUE AERO
9/12/2022,16.6,11.2,13.9,AEROPARQUE AERO
9/11/2022,17.2,8.6,12.9,AEROPARQUE AERO
9/10/2022,19,5.4,12.2,AEROPARQUE AERO
9/9/2022,14.4,7.4,10.9,AEROPARQUE AERO
9/8/2022,21.5,12,16.75,AEROPARQUE AERO
9/7/2022,21.6,14.2,17.9,AEROPARQUE AERO
9/6/2022,19.1,13.1,16.1,AEROPARQUE AERO
9/5/2022,18.8,10.3,14.55,AEROPARQUE AERO
9/4/2022,19.7,9.4,14.55,AEROPARQUE AERO
9/3/2022,16.6,7.3,11.95,AEROPARQUE AERO
9/2/2022,17.6,7.4,12.5,AEROPARQUE AERO
9/1/2022,17.7,14.3,16,AEROPARQUE AERO
8/31/2022,17.9,13,15.45,AEROPARQUE AERO
8/30/2022,16.3,9.8,13.05,AEROPARQUE AERO
8/29/2022,14.1,6,10.05,AEROPARQUE AERO
8/28/2022,13.6,4.8,9.2,AEROPARQUE AERO
8/27/2022,19.9,10.8,15.35,AEROPARQUE AERO
8/26/2022,20.2,14.2,17.2,AEROPARQUE AERO
8/25/2022,20.8,13.8,17.3,AEROPARQUE AERO
8/24/2022,20.6,11.8,16.2,AEROPARQUE AERO
8/23/2022,17.4,10.6,14,AEROPARQUE AERO
8/22/2022,13.2,9.3,11.25,AEROPARQUE AERO
8/21/2022,16.1,7.4,11.75,AEROPARQUE AERO
8/20/2022,16.8,6.1,11.45,AEROPARQUE AERO
8/19/2022,18.1,6.2,12.15,AEROPARQUE AERO
8/18/2022,13.1,4.3,8.7,AEROPARQUE AERO
8/17/2022,15,9.2,12.1,AEROPARQUE AERO
8/16/2022,20.4,7.5,13.95,AEROPARQUE AERO
8/15/2022,19.3,12.3,15.8,AEROPARQUE AERO
8/14/2022,20.7,14.1,17.4,AEROPARQUE AERO
8/13/2022,20,12.1,16.05,AEROPARQUE AERO
8/12/2022,17.1,10.4,13.75,AEROPARQUE AERO
8/11/2022,16.6,9.8,13.2,AEROPARQUE AERO
8/10/2022,13.5,9,11.25,AEROPARQUE AERO
8/9/2022,13.6,9.9,11.75,AEROPARQUE AERO
8/8/2022,14.5,7.4,10.95,AEROPARQUE AERO
8/7/2022,13.7,8.8,11.25,AEROPARQUE AERO
8/6/2022,15.6,7.5,11.55,AEROPARQUE AERO
8/5/2022,17.1,5.8,11.45,AEROPARQUE AERO
8/4/2022,14.1,7.4,10.75,AEROPARQUE AERO
8/3/2022,16.1,10.2,13.15,AEROPARQUE AERO
8/2/2022,15.6,11.1,13.35,AEROPARQUE AERO
8/1/2022,16.6,10.3,13.45,AEROPARQUE AERO
7/31/2022,17.4,10.7,14.05,AEROPARQUE AERO
7/30/2022,17.2,8.1,12.65,AEROPARQUE AERO
7/29/2022,18.1,6.8,12.45,AEROPARQUE AERO
7/28/2022,16.8,9.9,13.35,AEROPARQUE AERO
7/27/2022,19.6,14.5,17.05,AEROPARQUE AERO
7/26/2022,20.8,14.1,17.45,AEROPARQUE AERO
7/25/2022,15.8,11.8,13.8,AEROPARQUE AERO
7/24/2022,15.3,11.9,13.6,AEROPARQUE AERO
7/23/2022,15.2,10.8,13,AEROPARQUE AERO
7/22/2022,17.2,9.1,13.15,AEROPARQUE AERO
7/21/2022,19.5,10.2,14.85,AEROPARQUE AERO
7/20/2022,15.7,8.4,12.05,AEROPARQUE AERO
7/19/2022,14.2,6.8,10.5,AEROPARQUE AERO
7/18/2022,17.7,5.4,11.55,AEROPARQUE AERO
7/17/2022,14.1,2.3,8.2,AEROPARQUE AERO
7/16/2022,11.7,8.4,10.05,AEROPARQUE AERO
7/15/2022,13.3,8.5,10.9,AEROPARQUE AERO
7/14/2022,14.2,9.7,11.95,AEROPARQUE AERO
7/13/2022,14.4,7.3,10.85,AEROPARQUE AERO
7/12/2022,11.9,4.6,8.25,AEROPARQUE AERO
7/11/2022,15.6,9.3,12.45,AEROPARQUE AERO
7/10/2022,21.5,14.8,18.15,AEROPARQUE AERO
7/9/2022,16.6,10.8,13.7,AEROPARQUE AERO
7/8/2022,13.7,5.1,9.4,AEROPARQUE AERO
7/7/2022,14.8,7.9,11.35,AEROPARQUE AERO
7/6/2022,14,9.3,11.65,AEROPARQUE AERO
7/5/2022,12.9,9,10.95,AEROPARQUE AERO
7/4/2022,13,8.8,10.9,AEROPARQUE AERO
7/3/2022,13.1,4.7,8.9,AEROPARQUE AERO
7/2/2022,14.3,8.2,11.25,AEROPARQUE AERO
7/1/2022,12.6,9.2,10.9,AEROPARQUE AERO
6/30/2022,15.3,9.5,12.4,AEROPARQUE AERO
6/29/2022,19.1,7.8,13.45,AEROPARQUE AERO
6/28/2022,16,9.8,12.9,AEROPARQUE AERO
6/27/2022,11.5,8.4,9.95,AEROPARQUE AERO
6/26/2022,10.3,7.3,8.8,AEROPARQUE AERO
6/25/2022,12.1,5.1,8.6,AEROPARQUE AERO
6/24/2022,11.5,8.3,9.9,AEROPARQUE AERO
6/23/2022,10.3,5.8,8.05,AEROPARQUE AERO
6/22/2022,10.3,4.9,7.6,AEROPARQUE AERO
6/21/2022,15.5,9.1,12.3,AEROPARQUE AERO
6/20/2022,13.4,7.6,10.5,AEROPARQUE AERO
6/19/2022,18,6.4,12.2,AEROPARQUE AERO
6/18/2022,16.6,3.4,10,AEROPARQUE AERO
6/17/2022,13.2,5.8,9.5,AEROPARQUE AERO
6/16/2022,17.2,9.5,13.35,AEROPARQUE AERO
6/15/2022,15.6,9.6,12.6,AEROPARQUE AERO
6/14/2022,15.6,9.3,12.45,AEROPARQUE AERO
6/13/2022,16.2,7.4,11.8,AEROPARQUE AERO
6/12/2022,14.6,6.4,10.5,AEROPARQUE AERO
6/11/2022,15.7,4.6,10.15,AEROPARQUE AERO
6/10/2022,11.5,4.2,7.85,AEROPARQUE AERO
6/9/2022,16.1,8.3,12.2,AEROPARQUE AERO
6/8/2022,11.6,7.3,9.45,AEROPARQUE AERO
6/7/2022,11.5,7.3,9.4,AEROPARQUE AERO
6/6/2022,13.5,8.8,11.15,AEROPARQUE AERO
6/5/2022,14.8,9.1,11.95,AEROPARQUE AERO
6/4/2022,15.1,9.2,12.15,AEROPARQUE AERO
6/3/2022,11.9,7.3,9.6,AEROPARQUE AERO
6/2/2022,12.2,5.5,8.85,AEROPARQUE AERO
6/1/2022,13.2,5.3,9.25,AEROPARQUE AERO
5/31/2022,12.5,4.4,8.45,AEROPARQUE AERO
5/30/2022,12.4,4.1,8.25,AEROPARQUE AERO
5/29/2022,12.4,6.4,9.4,AEROPARQUE AERO
5/28/2022,13.1,10.2,11.65,AEROPARQUE AERO
5/27/2022,15.1,10.1,12.6,AEROPARQUE AERO
5/26/2022,13.8,7.4,10.6,AEROPARQUE AERO
5/25/2022,15,9.6,12.3,AEROPARQUE AERO
5/24/2022,20.5,13.1,16.8,AEROPARQUE AERO
5/23/2022,17.9,12.2,15.05,AEROPARQUE AERO
5/22/2022,18.1,10.1,14.1,AEROPARQUE AERO
5/21/2022,21.1,11.8,16.45,AEROPARQUE AERO
5/20/2022,17.8,8.2,13,AEROPARQUE AERO
5/19/2022,14.5,7.8,11.15,AEROPARQUE AERO
5/18/2022,15.8,8.9,12.35,AEROPARQUE AERO
5/17/2022,14.9,8.8,11.85,AEROPARQUE AERO
5/16/2022,15.8,10.4,13.1,AEROPARQUE AERO
5/15/2022,15.7,9.3,12.5,AEROPARQUE AERO
5/14/2022,19.8,13.9,16.85,AEROPARQUE AERO
5/13/2022,18.7,13.6,16.15,AEROPARQUE AERO
5/12/2022,16.5,10.1,13.3,AEROPARQUE AERO
5/11/2022,17.1,10.9,14,AEROPARQUE AERO
5/10/2022,20,14.3,17.15,AEROPARQUE AERO
5/9/2022,20.6,13.1,16.85,AEROPARQUE AERO
5/8/2022,21.9,14.8,18.35,AEROPARQUE AERO
5/7/2022,22.1,14.4,18.25,AEROPARQUE AERO
5/6/2022,22.4,13.3,17.85,AEROPARQUE AERO
5/5/2022,19.6,11.2,15.4,AEROPARQUE AERO
5/4/2022,18.6,9.8,14.2,AEROPARQUE AERO
5/3/2022,17.1,9,13.05,AEROPARQUE AERO
5/2/2022,16.3,10,13.15,AEROPARQUE AERO
5/1/2022,19.5,9.5,14.5,AEROPARQUE AERO
4/30/2022,15.1,9.7,12.4,AEROPARQUE AERO
4/29/2022,15.6,8.2,11.9,AEROPARQUE AERO
4/28/2022,18.3,11.6,14.95,AEROPARQUE AERO
4/27/2022,25.4,14.3,19.85,AEROPARQUE AERO
4/26/2022,23.3,18.3,20.8,AEROPARQUE AERO
4/25/2022,24.1,18.2,21.15,AEROPARQUE AERO
4/24/2022,22.6,13.4,18,AEROPARQUE AERO
4/23/2022,21.1,9.3,15.2,AEROPARQUE AERO
4/22/2022,19.1,13.8,16.45,AEROPARQUE AERO
4/21/2022,22.6,13.8,18.2,AEROPARQUE AERO
4/20/2022,24.5,16.2,20.35,AEROPARQUE AERO
4/19/2022,24,17.5,20.75,AEROPARQUE AERO
4/18/2022,21.7,17.2,19.45,AEROPARQUE AERO
4/17/2022,21.6,17.6,19.6,AEROPARQUE AERO
4/16/2022,21.1,15.8,18.45,AEROPARQUE AERO
4/15/2022,18.1,13.2,15.65,AEROPARQUE AERO
4/14/2022,19.8,12.4,16.1,AEROPARQUE AERO
4/13/2022,21.2,11.3,16.25,AEROPARQUE AERO
4/12/2022,22.6,13.1,17.85,AEROPARQUE AERO
4/11/2022,24.7,17,20.85,AEROPARQUE AERO
4/10/2022,25.6,19.6,22.6,AEROPARQUE AERO
4/9/2022,22.2,17.4,19.8,AEROPARQUE AERO
4/8/2022,22.6,18.1,20.35,AEROPARQUE AERO
4/7/2022,24.1,17.6,20.85,AEROPARQUE AERO
4/6/2022,24.8,15.2,20,AEROPARQUE AERO
4/5/2022,22.1,11.2,16.65,AEROPARQUE AERO
4/4/2022,20.1,11.8,15.95,AEROPARQUE AERO
4/3/2022,24.1,16.6,20.35,AEROPARQUE AERO
4/2/2022,21.6,14.7,18.15,AEROPARQUE AERO
4/1/2022,19,11.1,15.05,AEROPARQUE AERO
3/31/2022,20.1,9.3,14.7,AEROPARQUE AERO
3/30/2022,19.7,9.5,14.6,AEROPARQUE AERO
3/29/2022,28.7,19.2,23.95,AEROPARQUE AERO
3/28/2022,25.5,16.7,21.1,AEROPARQUE AERO
3/27/2022,28.6,14,21.3,AEROPARQUE AERO
3/26/2022,24.3,16.7,20.5,AEROPARQUE AERO
3/25/2022,21.5,10.1,15.8,AEROPARQUE AERO
3/24/2022,22.7,11.3,17,AEROPARQUE AERO
3/23/2022,24.3,19.8,22.05,AEROPARQUE AERO
3/22/2022,22.8,18.3,20.55,AEROPARQUE AERO
3/21/2022,22.5,15.3,18.9,AEROPARQUE AERO
3/20/2022,20.6,13,16.8,AEROPARQUE AERO
3/19/2022,18.9,11.4,15.15,AEROPARQUE AERO
3/18/2022,26.1,14.3,20.2,AEROPARQUE AERO
3/17/2022,28.6,21.3,24.95,AEROPARQUE AERO
3/16/2022,27.6,19.8,23.7,AEROPARQUE AERO
