FECHA,TMAX,TMIN,TPROM,NOMBRE
2/4/2023,29.3,16,22.65,EL PALOMAR AERO
2/3/2023,28.5,19,23.75,EL PALOMAR AERO
2/2/2023,27.4,21.4,24.4,EL PALOMAR AERO
2/1/2023,28,23.2,25.6,EL PALOMAR AERO
1/31/2023,31.9,19.8,25.85,EL PALOMAR AERO
1/30/2023,30.5,21.6,26.05,EL PALOMAR AERO
1/29/2023,30.3,20.3,25.3,EL PALOMAR AERO
1/28/2023,33.4,18,25.7,EL PALOMAR AERO
1/27/2023,28.5,20,24.25,EL PALOMAR AERO
1/26/2023,32.5,24.5,28.5,EL PALOMAR AERO
1/25/2023,34.2,19.6,26.9,EL PALOMAR AERO
1/24/2023,35.1,21.6,28.35,EL PALOMAR AERO
1/23/2023,34,19,26.5,EL PALOMAR AERO
1/22/2023,35.2,17.4,26.3,EL PALOMAR AERO
1/21/2023,32.5,20.6,26.55,EL PALOMAR AERO
1/20/2023,33,21.2,27.1,EL PALOMAR AERO
1/19/2023,33.9,23.3,28.6,EL PALOMAR AERO
1/18/2023,29.5,22.6,26.05,EL PALOMAR AERO
1/17/2023,36.3,26,31.15,EL PALOMAR AERO
1/16/2023,37,24.3,30.65,EL PALOMAR AERO
1/15/2023,35.5,12.8,24.15,EL PALOMAR AERO
1/14/2023,33,13,23,EL PALOMAR AERO
1/13/2023,30.5,14.4,22.45,EL PALOMAR AERO
1/12/2023,30,16.1,23.05,EL PALOMAR AERO
1/11/2023,28.5,20.5,24.5,EL PALOMAR AERO
1/10/2023,34.8,22.5,28.65,EL PALOMAR AERO
1/9/2023,33,22.8,27.9,EL PALOMAR AERO
1/8/2023,32.5,23,27.75,EL PALOMAR AERO
1/7/2023,33,23,28,EL PALOMAR AERO
1/6/2023,33.9,22,27.95,EL PALOMAR AERO
1/5/2023,33,18.8,25.9,EL PALOMAR AERO
1/4/2023,31.5,12,21.75,EL PALOMAR AERO
1/3/2023,32.6,16.8,24.7,EL PALOMAR AERO
1/2/2023,30,16.5,23.25,EL PALOMAR AERO
1/1/2023,25.5,19,22.25,EL PALOMAR AERO
12/31/2022,31,22,26.5,EL PALOMAR AERO
12/30/2022,37.5,19.3,28.4,EL PALOMAR AERO
12/29/2022,30.6,13.5,22.05,EL PALOMAR AERO
12/28/2022,31,20,25.5,EL PALOMAR AERO
12/27/2022,31.5,14,22.75,EL PALOMAR AERO
12/26/2022,29.4,10,19.7,EL PALOMAR AERO
12/25/2022,25,8.7,16.85,EL PALOMAR AERO
12/24/2022,24.2,17.8,21,EL PALOMAR AERO
12/23/2022,29,20.4,24.7,EL PALOMAR AERO
12/22/2022,33,22,27.5,EL PALOMAR AERO
12/21/2022,30.7,21.2,25.95,EL PALOMAR AERO
12/20/2022,31.5,22,26.75,EL PALOMAR AERO
12/19/2022,30,20.5,25.25,EL PALOMAR AERO
12/18/2022,28.5,19.1,23.8,EL PALOMAR AERO
12/17/2022,26.5,16.6,21.55,EL PALOMAR AERO
12/16/2022,24.5,15.5,20,EL PALOMAR AERO
12/15/2022,29.3,18.1,23.7,EL PALOMAR AERO
12/14/2022,33,17.2,25.1,EL PALOMAR AERO
12/13/2022,29.5,13,21.25,EL PALOMAR AERO
12/12/2022,29,15.4,22.2,EL PALOMAR AERO
12/11/2022,38.4,22.8,30.6,EL PALOMAR AERO
12/10/2022,31,20.9,25.95,EL PALOMAR AERO
12/9/2022,38.5,19.6,29.05,EL PALOMAR AERO
12/8/2022,36.6,21,28.8,EL PALOMAR AERO
12/7/2022,34.1,23.5,28.8,EL PALOMAR AERO
12/6/2022,35.5,22.2,28.85,EL PALOMAR AERO
12/5/2022,35,18.4,26.7,EL PALOMAR AERO
12/4/2022,34.3,13,23.65,EL PALOMAR AERO
12/3/2022,30,15.2,22.6,EL PALOMAR AERO
12/2/2022,28,14,21,EL PALOMAR AERO
12/1/2022,24.4,17.8,21.1,EL PALOMAR AERO
11/30/2022,31,21.8,26.4,EL PALOMAR AERO
11/29/2022,33.5,22.7,28.1,EL PALOMAR AERO
11/28/2022,32.5,22.6,27.55,EL PALOMAR AERO
11/27/2022,32.5,21.9,27.2,EL PALOMAR AERO
11/26/2022,33.6,20.4,27,EL PALOMAR AERO
11/25/2022,28.5,16.4,22.45,EL PALOMAR AERO
11/24/2022,37,17.4,27.2,EL PALOMAR AERO
11/23/2022,31.2,8.5,19.85,EL PALOMAR AERO
11/22/2022,24,12.8,18.4,EL PALOMAR AERO
11/21/2022,20,14.5,17.25,EL PALOMAR AERO
11/20/2022,28,19.5,23.75,EL PALOMAR AERO
11/19/2022,32.5,22,27.25,EL PALOMAR AERO
11/18/2022,31.5,22.2,26.85,EL PALOMAR AERO
11/17/2022,31.2,22.5,26.85,EL PALOMAR AERO
11/16/2022,35,12.8,23.9,EL PALOMAR AERO
11/15/2022,32.4,11,21.7,EL PALOMAR AERO
11/14/2022,23.8,15.7,19.75,EL PALOMAR AERO
11/13/2022,26,17.8,21.9,EL PALOMAR AERO
11/12/2022,28,19.5,23.75,EL PALOMAR AERO
11/11/2022,30.1,13.6,21.85,EL PALOMAR AERO
11/10/2022,27.5,17.5,22.5,EL PALOMAR AERO
11/9/2022,26.5,15.8,21.15,EL PALOMAR AERO
11/8/2022,25.8,14.5,20.15,EL PALOMAR AERO
11/7/2022,26,16.5,21.25,EL PALOMAR AERO
11/6/2022,25.5,16.4,20.95,EL PALOMAR AERO
11/5/2022,24.5,15.5,20,EL PALOMAR AERO
11/4/2022,24,15.3,19.65,EL PALOMAR AERO
11/3/2022,27.2,6.4,16.8,EL PALOMAR AERO
11/2/2022,27,6,16.5,EL PALOMAR AERO
11/1/2022,24,1.4,12.7,EL PALOMAR AERO
10/31/2022,17,6.4,11.7,EL PALOMAR AERO
10/30/2022,22.5,10,16.25,EL PALOMAR AERO
10/29/2022,30.2,13.6,21.9,EL PALOMAR AERO
10/28/2022,34,9,21.5,EL PALOMAR AERO
10/27/2022,28,14.5,21.25,EL PALOMAR AERO
10/26/2022,23.5,17.4,20.45,EL PALOMAR AERO
10/25/2022,27.5,14,20.75,EL PALOMAR AERO
10/24/2022,25.5,13.5,19.5,EL PALOMAR AERO
10/23/2022,19.8,5,12.4,EL PALOMAR AERO
10/22/2022,17.4,10.4,13.9,EL PALOMAR AERO
10/21/2022,25.4,12,18.7,EL PALOMAR AERO
10/20/2022,26,17,21.5,EL PALOMAR AERO
10/19/2022,23.9,17.3,20.6,EL PALOMAR AERO
10/18/2022,23,14.5,18.75,EL PALOMAR AERO
10/17/2022,20.6,10.3,15.45,EL PALOMAR AERO
10/16/2022,20,8,14,EL PALOMAR AERO
10/15/2022,15.2,12.6,13.9,EL PALOMAR AERO
10/14/2022,17,9,13,EL PALOMAR AERO
10/13/2022,24.7,11,17.85,EL PALOMAR AERO
10/12/2022,29.7,5,17.35,EL PALOMAR AERO
10/11/2022,22,9.8,15.9,EL PALOMAR AERO
10/10/2022,21.6,0.4,11,EL PALOMAR AERO
10/9/2022,21,2,11.5,EL PALOMAR AERO
10/8/2022,22.1,8.5,15.3,EL PALOMAR AERO
10/7/2022,28.5,6,17.25,EL PALOMAR AERO
10/6/2022,22,12,17,EL PALOMAR AERO
10/5/2022,23.3,13.8,18.55,EL PALOMAR AERO
10/4/2022,21,11,16,EL PALOMAR AERO
10/3/2022,19.5,10.5,15,EL PALOMAR AERO
10/2/2022,27.9,6,16.95,EL PALOMAR AERO
10/1/2022,25,5,15,EL PALOMAR AERO
9/30/2022,21,6.5,13.75,EL PALOMAR AERO
9/29/2022,18.5,10.4,14.45,EL PALOMAR AERO
9/28/2022,18.5,6.5,12.5,EL PALOMAR AERO
9/27/2022,27.2,5.3,16.25,EL PALOMAR AERO
9/26/2022,24.5,8.5,16.5,EL PALOMAR AERO
9/25/2022,21,7.2,14.1,EL PALOMAR AERO
9/24/2022,22.5,6.5,14.5,EL PALOMAR AERO
9/23/2022,20.5,1.5,11,EL PALOMAR AERO
9/22/2022,17.7,8,12.85,EL PALOMAR AERO
9/21/2022,18.5,10.5,14.5,EL PALOMAR AERO
9/20/2022,18,6.8,12.4,EL PALOMAR AERO
9/19/2022,22.5,11.5,17,EL PALOMAR AERO
9/18/2022,22,14.5,18.25,EL PALOMAR AERO
9/17/2022,24.6,15,19.8,EL PALOMAR AERO
9/16/2022,23.2,13.3,18.25,EL PALOMAR AERO
9/15/2022,22,3.7,12.85,EL PALOMAR AERO
9/14/2022,21,3.5,12.25,EL PALOMAR AERO
9/13/2022,21,2.3,11.65,EL PALOMAR AERO
9/12/2022,20,3.2,11.6,EL PALOMAR AERO
9/11/2022,18.5,0.2,9.35,EL PALOMAR AERO
9/10/2022,19,-1.8,8.6,EL PALOMAR AERO
9/9/2022,13.9,6.9,10.4,EL PALOMAR AERO
9/8/2022,25,12,18.5,EL PALOMAR AERO
9/7/2022,25.5,12,18.75,EL PALOMAR AERO
9/6/2022,22.2,1.7,11.95,EL PALOMAR AERO
9/5/2022,23.5,1.8,12.65,EL PALOMAR AERO
9/4/2022,22.4,7,14.7,EL PALOMAR AERO
9/3/2022,20,-1.1,9.45,EL PALOMAR AERO
9/2/2022,17.5,6,11.75,EL PALOMAR AERO
9/1/2022,17.2,12.8,15,EL PALOMAR AERO
8/31/2022,21,12.5,16.75,EL PALOMAR AERO
8/30/2022,18.8,6,12.4,EL PALOMAR AERO
8/29/2022,16.5,-2.3,7.1,EL PALOMAR AERO
8/28/2022,13.5,1.9,7.7,EL PALOMAR AERO
8/27/2022,20,10.4,15.2,EL PALOMAR AERO
8/26/2022,24.6,8.5,16.55,EL PALOMAR AERO
8/25/2022,27,11,19,EL PALOMAR AERO
8/24/2022,26,4.8,15.4,EL PALOMAR AERO
8/23/2022,21.6,8,14.8,EL PALOMAR AERO
8/22/2022,16.6,4.2,10.4,EL PALOMAR AERO
8/21/2022,19.5,-0.4,9.55,EL PALOMAR AERO
8/20/2022,19.5,4.9,12.2,EL PALOMAR AERO
8/19/2022,18.3,-4.5,6.9,EL PALOMAR AERO
8/18/2022,13,2.5,7.75,EL PALOMAR AERO
8/17/2022,14,9,11.5,EL PALOMAR AERO
8/16/2022,20.4,5.6,13,EL PALOMAR AERO
8/15/2022,20.5,8.8,14.65,EL PALOMAR AERO
8/14/2022,24,13.5,18.75,EL PALOMAR AERO
8/13/2022,23.5,5.5,14.5,EL PALOMAR AERO
8/12/2022,20,8.5,14.25,EL PALOMAR AERO
8/11/2022,19,6.5,12.75,EL PALOMAR AERO
8/10/2022,15.1,0.5,7.8,EL PALOMAR AERO
8/9/2022,14.4,8,11.2,EL PALOMAR AERO
8/8/2022,14,5.4,9.7,EL PALOMAR AERO
8/7/2022,15,8,11.5,EL PALOMAR AERO
8/6/2022,17.5,0,8.75,EL PALOMAR AERO
8/5/2022,17,-2.1,7.45,EL PALOMAR AERO
8/4/2022,13.5,0.4,6.95,EL PALOMAR AERO
8/3/2022,16.4,8,12.2,EL PALOMAR AERO
8/2/2022,17,4.5,10.75,EL PALOMAR AERO
8/1/2022,18.7,2.6,10.65,EL PALOMAR AERO
7/31/2022,18.6,7,12.8,EL PALOMAR AERO
7/30/2022,21.4,0.5,10.95,EL PALOMAR AERO
7/29/2022,18.6,2.8,10.7,EL PALOMAR AERO
7/28/2022,17.1,10,13.55,EL PALOMAR AERO
7/27/2022,20,16,18,EL PALOMAR AERO
7/26/2022,22.5,14.4,18.45,EL PALOMAR AERO
7/25/2022,17.2,12.6,14.9,EL PALOMAR AERO
7/24/2022,16.5,14,15.25,EL PALOMAR AERO
7/23/2022,16.5,9.5,13,EL PALOMAR AERO
7/22/2022,19,2.7,10.85,EL PALOMAR AERO
7/21/2022,19.7,3.4,11.55,EL PALOMAR AERO
7/20/2022,20.2,5.1,12.65,EL PALOMAR AERO
7/19/2022,16.8,-2.5,7.15,EL PALOMAR AERO
7/18/2022,17.6,5.3,11.45,EL PALOMAR AERO
7/17/2022,14.5,0.4,7.45,EL PALOMAR AERO
7/16/2022,11.4,8.9,10.15,EL PALOMAR AERO
7/15/2022,11.5,8,9.75,EL PALOMAR AERO
7/14/2022,14.5,8.4,11.45,EL PALOMAR AERO
7/13/2022,17,5,11,EL PALOMAR AERO
7/12/2022,12.4,-1,5.7,EL PALOMAR AERO
7/11/2022,14.1,8.9,11.5,EL PALOMAR AERO
7/10/2022,22,13.9,17.95,EL PALOMAR AERO
7/9/2022,18.7,10.5,14.6,EL PALOMAR AERO
7/8/2022,14,-3.7,5.15,EL PALOMAR AERO
7/7/2022,14,1.2,7.6,EL PALOMAR AERO
7/6/2022,13.6,7,10.3,EL PALOMAR AERO
7/5/2022,15.3,9.5,12.4,EL PALOMAR AERO
7/4/2022,14,5.6,9.8,EL PALOMAR AERO
7/3/2022,15.5,-3.5,6,EL PALOMAR AERO
7/2/2022,13.5,0.9,7.2,EL PALOMAR AERO
7/1/2022,12.7,1.5,7.1,EL PALOMAR AERO
6/30/2022,17.4,2,9.7,EL PALOMAR AERO
6/29/2022,19.6,0.9,10.25,EL PALOMAR AERO
6/28/2022,16,3,9.5,EL PALOMAR AERO
6/27/2022,12.5,6.9,9.7,EL PALOMAR AERO
6/26/2022,10.5,3.6,7.05,EL PALOMAR AERO
6/25/2022,11.7,-0.5,5.6,EL PALOMAR AERO
6/24/2022,12.7,7.4,10.05,EL PALOMAR AERO
6/23/2022,10.5,4.6,7.55,EL PALOMAR AERO
6/22/2022,10.2,3.2,6.7,EL PALOMAR AERO
6/21/2022,15.5,3.8,9.65,EL PALOMAR AERO
6/20/2022,15.4,-0.1,7.65,EL PALOMAR AERO
6/19/2022,17.6,3.8,10.7,EL PALOMAR AERO
6/18/2022,16.7,-4.6,6.05,EL PALOMAR AERO
6/17/2022,13,3.6,8.3,EL PALOMAR AERO
6/16/2022,18,4.5,11.25,EL PALOMAR AERO
6/15/2022,19.3,2.7,11,EL PALOMAR AERO
6/14/2022,18.5,7,12.75,EL PALOMAR AERO
6/13/2022,20,-0.2,9.9,EL PALOMAR AERO
6/12/2022,19.5,-2.5,8.5,EL PALOMAR AERO
6/11/2022,15.5,-3.4,6.05,EL PALOMAR AERO
6/10/2022,11.5,2.6,7.05,EL PALOMAR AERO
6/9/2022,15.5,6.8,11.15,EL PALOMAR AERO
6/8/2022,16.3,6.8,11.55,EL PALOMAR AERO
6/7/2022,14.7,7.3,11,EL PALOMAR AERO
6/6/2022,16.9,2,9.45,EL PALOMAR AERO
6/5/2022,15.3,2,8.65,EL PALOMAR AERO
6/4/2022,16,8.8,12.4,EL PALOMAR AERO
6/3/2022,12.4,-3,4.7,EL PALOMAR AERO
6/2/2022,13.5,-3.4,5.05,EL PALOMAR AERO
6/1/2022,13.9,-1.6,6.15,EL PALOMAR AERO
5/31/2022,12,-4.7,3.65,EL PALOMAR AERO
5/30/2022,11.9,-1.4,5.25,EL PALOMAR AERO
5/29/2022,12,3,7.5,EL PALOMAR AERO
5/28/2022,14.5,4.2,9.35,EL PALOMAR AERO
5/27/2022,16,4.4,10.2,EL PALOMAR AERO
5/26/2022,14,3.1,8.55,EL PALOMAR AERO
5/25/2022,13.6,7.4,10.5,EL PALOMAR AERO
5/24/2022,21.2,11.4,16.3,EL PALOMAR AERO
5/23/2022,22,4.5,13.25,EL PALOMAR AERO
5/22/2022,21,1.7,11.35,EL PALOMAR AERO
5/21/2022,22,7.2,14.6,EL PALOMAR AERO
5/20/2022,19,1.4,10.2,EL PALOMAR AERO
5/19/2022,16.5,0,8.25,EL PALOMAR AERO
5/18/2022,15.8,6.5,11.15,EL PALOMAR AERO
5/17/2022,15,7.8,11.4,EL PALOMAR AERO
5/16/2022,15.8,10,12.9,EL PALOMAR AERO
5/15/2022,15.3,3.6,9.45,EL PALOMAR AERO
5/14/2022,19.7,8.9,14.3,EL PALOMAR AERO
5/13/2022,20,7.8,13.9,EL PALOMAR AERO
5/12/2022,17.5,3.5,10.5,EL PALOMAR AERO
5/11/2022,17.2,8.8,13,EL PALOMAR AERO
5/10/2022,20.5,10.5,15.5,EL PALOMAR AERO
5/9/2022,22,5.3,13.65,EL PALOMAR AERO
5/8/2022,24.5,10,17.25,EL PALOMAR AERO
5/7/2022,24.6,7.5,16.05,EL PALOMAR AERO
5/6/2022,24.9,6,15.45,EL PALOMAR AERO
5/5/2022,22.4,3,12.7,EL PALOMAR AERO
5/4/2022,21,1,11,EL PALOMAR AERO
5/3/2022,18.1,2.3,10.2,EL PALOMAR AERO
5/2/2022,16.4,5.5,10.95,EL PALOMAR AERO
5/1/2022,19,3.4,11.2,EL PALOMAR AERO
4/30/2022,16,3,9.5,EL PALOMAR AERO
4/29/2022,14.9,0.3,7.6,EL PALOMAR AERO
4/28/2022,17,7.5,12.25,EL PALOMAR AERO
4/27/2022,25.7,11.1,18.4,EL PALOMAR AERO
4/26/2022,24.8,18,21.4,EL PALOMAR AERO
4/25/2022,25.5,19.2,22.35,EL PALOMAR AERO
4/24/2022,25.2,12,18.6,EL PALOMAR AERO
4/23/2022,21.8,2,11.9,EL PALOMAR AERO
4/22/2022,17.2,11,14.1,EL PALOMAR AERO
4/21/2022,22,12,17,EL PALOMAR AERO
4/20/2022,26.5,9.2,17.85,EL PALOMAR AERO
4/19/2022,26,9.5,17.75,EL PALOMAR AERO
4/18/2022,23.6,14.2,18.9,EL PALOMAR AERO
4/17/2022,22.1,12.4,17.25,EL PALOMAR AERO
4/16/2022,23.7,7.2,15.45,EL PALOMAR AERO
4/15/2022,19.5,6.5,13,EL PALOMAR AERO
4/14/2022,21.1,5.4,13.25,EL PALOMAR AERO
4/13/2022,20.5,5.7,13.1,EL PALOMAR AERO
4/12/2022,21.5,7.5,14.5,EL PALOMAR AERO
4/11/2022,24,16,20,EL PALOMAR AERO
4/10/2022,27.2,15,21.1,EL PALOMAR AERO
4/9/2022,26.5,12.4,19.45,EL PALOMAR AERO
4/8/2022,25,17.6,21.3,EL PALOMAR AERO
4/7/2022,26.5,11.5,19,EL PALOMAR AERO
4/6/2022,27.5,7.5,17.5,EL PALOMAR AERO
4/5/2022,25,3.5,14.25,EL PALOMAR AERO
4/4/2022,22.5,3.2,12.85,EL PALOMAR AERO
4/3/2022,23.5,15,19.25,EL PALOMAR AERO
4/2/2022,22,6,14,EL PALOMAR AERO
4/1/2022,21.2,3,12.1,EL PALOMAR AERO
3/31/2022,19.5,2.5,11,EL PALOMAR AERO
3/30/2022,18.2,7,12.6,EL PALOMAR AERO
3/29/2022,28.5,18,23.25,EL PALOMAR AERO
3/28/2022,28,10.2,19.1,EL PALOMAR AERO
3/27/2022,28,8.7,18.35,EL PALOMAR AERO
3/26/2022,24,15.5,19.75,EL PALOMAR AERO
3/25/2022,21.9,9,15.45,EL PALOMAR AERO
3/24/2022,24,10.5,17.25,EL PALOMAR AERO
3/23/2022,27,18,22.5,EL PALOMAR AERO
3/22/2022,24.4,17.8,21.1,EL PALOMAR AERO
3/21/2022,22,15.5,18.75,EL PALOMAR AERO
3/20/2022,21.4,7.2,14.3,EL PALOMAR AERO
3/19/2022,20.6,5,12.8,EL PALOMAR AERO
3/18/2022,23,14.5,18.75,EL PALOMAR AERO
3/17/2022,31.2,17.8,24.5,EL PALOMAR AERO
3/16/2022,28.9,15,21.95,EL PALOMAR AERO
