FECHA,TMAX,TMIN,NOMBRE
Dec-22,26.5,16,RAFAELA AERO
Dec-22,26.3,17.7,RECONQUISTA AERO
Dec-22,30,17.9,RESISTENCIA AERO
Dec-22,33.6,18.8,RIO COLORADO
Dec-22,29.3,14.2,RIO CUARTO AERO
Dec-22,21,10,RIO GALLEGOS AERO
Dec-22,16.8,8.3,RIO GRANDE B.A.
Dec-22,32,22,RIVADAVIA
Dec-22,28,14.2,ROSARIO AERO
Dec-22,25.3,13.9,SALTA AERO
Dec-22,35.5,19,SAN ANTONIO OESTE AERO
Dec-22,30,10.9,SAN CARLOS (MZA)
Dec-22,26.1,15.8,SAN FERNANDO AERO
Dec-22,32.4,16.3,SAN JUAN AERO
Dec-22,25.8,14.4,SAN JULIAN AERO
Dec-22,27,15,SAN LUIS AERO
Dec-22,29.7,14.6,SAN MARTIN (MZA)
Dec-22,32,13.9,SAN RAFAEL AERO
Dec-22,22.6,11.7,SANTA CRUZ AERO
Dec-22,32.2,16.5,SANTA ROSA AERO
Dec-22,24.8,13.2,SANTA ROSA DE CONLARA AERO
Dec-22,31.8,14.4,SANTIAGO DEL ESTERO AERO
Dec-22,28.3,17.2,SAUCE VIEJO AERO
Dec-22,27,15.9,SUNCHALES AERO
Dec-22,26.5,8,TANDIL AERO
Dec-22,29,21.9,TARTAGAL AERO
Dec-22,27,15,TERMAS DE RIO HONDO AERO
Dec-22,29,13.5,TINOGASTA
Dec-22,28.5,17.5,TRELEW AERO
Dec-22,30.6,13.7,TRENQUE LAUQUEN
Dec-22,29.5,11.6,TRES ARROYOS
Dec-22,25.2,13.5,TUCUMAN AERO
Dec-22,17,7.2,USHUAIA AERO
Dec-22,28.1,14.6,USPALLATA
Dec-22,30,14,VENADO TUERTO AERO
Dec-22,32.1,15.5,VICTORICA
Dec-22,35,17.2,VIEDMA AERO
Dec-22,26,14.9,VILLA DE MARIA DEL RIO SECO
Dec-22,25.2,14.4,VILLA DOLORES AERO
Dec-22,22.2,11.5,VILLA GESELL AERO
Dec-22,29.6,11.8,VILLA REYNOLDS AERO
Dec-22,23.1,17.3,AEROPARQUE AERO
Dec-22,25,9.9,AZUL AERO
Dec-22,29.5,11.5,BAHIA BLANCA AERO
Dec-22,29.3,7.5,BARILOCHE AERO
Dec-22,-1.4,-5.8,BASE BELGRANO II
Dec-22,6.5,,BASE CARLINI (EX JUBANY)
Dec-22,9,-0.1,BASE ESPERANZA
Dec-22,10.1,-0.6,BASE MARAMBIO
Dec-22,3.8,0.2,BASE ORCADAS
Dec-22,7.1,-0.4,BASE SAN MARTIN
Dec-22,24.2,10.5,BENITO JUAREZ AERO
Dec-22,28,17.8,BERNARDO DE IRIGOYEN AERO
Dec-22,27.1,11,BOLIVAR AERO
Dec-22,24.6,16.3,BUENOS AIRES OBSERVATORIO
Dec-22,,16,CAMPO DE MAYO AERO
Dec-22,34.2,24,CATAMARCA AERO
Dec-22,31.5,19.3,CERES AERO
Dec-22,34,21.5,CHAMICAL AERO
Dec-22,30.6,4.4,CHAPELCO AERO
Dec-22,30,20.8,CHEPES
Dec-22,,20,CHILECITO AERO
Dec-22,34,15.7,CIPOLLETTI
Dec-22,28.3,11.4,COMODORO RIVADAVIA AERO
Dec-22,28.4,14.8,CONCORDIA AERO
Dec-22,29,16.6,CORDOBA AERO
Dec-22,31.4,20,CORDOBA OBSERVATORIO
Dec-22,27.2,6.9,CORONEL PRINGLES AERO
Dec-22,26.7,12.6,CORONEL SUAREZ AERO
Dec-22,33.2,19,CORRIENTES AERO
Dec-22,23.3,7.1,DOLORES AERO
Dec-22,32.5,6.9,EL BOLSON AERO
Dec-22,19.9,6,EL CALAFATE AERO
Dec-22,24.5,15.5,EL PALOMAR AERO
Dec-22,,15.3,EL TREBOL
Dec-22,29.1,17.7,ESCUELA DE AVIACION MILITAR AERO
Dec-22,29.7,,ESQUEL AERO
Dec-22,25.2,11.9,EZEIZA AERO
Dec-22,32.5,20.1,FORMOSA AERO
Dec-22,31,14.5,GENERAL PICO AERO
Dec-22,26.5,9,GOBERNADOR GREGORES AERO
Dec-22,27.9,12.6,GUALEGUAYCHU AERO
Dec-22,32.8,20.5,IGUAZU AERO
Dec-22,32.5,17.5,ITUZAINGO
Dec-22,32,14,JACHAL
Dec-22,29.5,19.3,JUJUY AERO
Dec-22,23.9,16.5,JUJUY U N
Dec-22,30.1,12.8,JUNIN AERO
Dec-22,24,11.1,LA PLATA AERO
Dec-22,21.3,6.2,LA QUIACA OBSERVATORIO
Dec-22,34.2,21.9,LA RIOJA AERO
Dec-22,31,13.1,LABOULAYE AERO
Dec-22,24.5,10,LAS FLORES
Dec-22,36.4,20.6,LAS LOMITAS
Dec-22,26.5,11.2,MALARGUE AERO
Dec-22,29.4,11,MAQUINCHAO
Dec-22,19.1,13.6,MAR DEL PLATA AERO
Dec-22,31,10.2,MARCOS JUAREZ AERO
Dec-22,25.2,,MARIANO MORENO AERO
Dec-22,33.7,19.2,MENDOZA AERO
Dec-22,32.2,16,MENDOZA OBSERVATORIO
Dec-22,31,19,MERCEDES AERO (CTES)
Dec-22,,14,MERLO AERO
Dec-22,,,METAN
Dec-22,30.5,18,MONTE CASEROS AERO
Dec-22,24.8,15.3,MORON AERO
Dec-22,33,17,NEUQUEN AERO
Dec-22,29.2,13.3,NUEVE DE JULIO
Dec-22,31,20,OBERA
Dec-22,25.6,10.2,OLAVARRIA AERO
Dec-22,33.5,19.7,ORAN AERO
Dec-22,29.3,13.4,PARANA AERO
Dec-22,33.3,10.4,PASO DE INDIOS
Dec-22,30.7,19.8,PASO DE LOS LIBRES AERO
Dec-22,28.9,13.1,PEHUAJO AERO
Dec-22,,6.5,PERITO MORENO AERO
Dec-22,27.3,12.8,PIGUE AERO
Dec-22,30.8,15.9,PILAR OBSERVATORIO
Dec-22,32,21.5,POSADAS AERO
Dec-22,34.6,18.5,PRESIDENCIA ROQUE SAENZ PEﾑA AERO
Dec-22,28,10,PUERTO DESEADO AERO
Dec-22,26.6,11.4,PUERTO MADRYN AERO
Dec-22,21,14,PUNTA INDIO B.A.
Dec-22,29,16,RAFAELA AERO
Dec-22,31,19.7,RECONQUISTA AERO
Dec-22,34,17.6,RESISTENCIA AERO
Dec-22,31.4,12,RIO COLORADO
Dec-22,29.7,16.1,RIO CUARTO AERO
Dec-22,24,13,RIO GALLEGOS AERO
Dec-22,15,8.6,RIO GRANDE B.A.
Dec-22,37.5,20,RIVADAVIA
Dec-22,29.5,14.7,ROSARIO AERO
Dec-22,25.4,16.4,SALTA AERO
Dec-22,26.8,12.8,SAN ANTONIO OESTE AERO
Dec-22,33,14.9,SAN CARLOS (MZA)
Dec-22,24.7,15.6,SAN FERNANDO AERO
Dec-22,33.9,16.3,SAN JUAN AERO
Dec-22,28.6,12.1,SAN JULIAN AERO
Dec-22,31,18.1,SAN LUIS AERO
Dec-22,33,18,SAN MARTIN (MZA)
Dec-22,32.2,13.3,SAN RAFAEL AERO
Dec-22,24.5,12.2,SANTA CRUZ AERO
Dec-22,32,14.1,SANTA ROSA AERO
Dec-22,32.5,13.8,SANTA ROSA DE CONLARA AERO
Dec-22,36.8,19,SANTIAGO DEL ESTERO AERO
Dec-22,30,16.5,SAUCE VIEJO AERO
Dec-22,30.6,16.2,SUNCHALES AERO
Dec-22,24.1,10,TANDIL AERO
Dec-22,33.6,19.6,TARTAGAL AERO
Dec-22,34.2,20.5,TERMAS DE RIO HONDO AERO
Dec-22,33.5,17,TINOGASTA
Dec-22,30.2,10.9,TRELEW AERO
Dec-22,30.7,13.8,TRENQUE LAUQUEN
Dec-22,27.1,11.7,TRES ARROYOS
Dec-22,32,19.4,TUCUMAN AERO
Dec-22,18.2,9.5,USHUAIA AERO
Dec-22,28.6,15.6,USPALLATA
Dec-22,31,11,VENADO TUERTO AERO
Dec-22,31.7,14.4,VICTORICA
Dec-22,26.4,8,VIEDMA AERO
Dec-22,30,18.2,VILLA DE MARIA DEL RIO SECO
Dec-22,32.2,13.6,VILLA DOLORES AERO
Dec-22,19.9,14.3,VILLA GESELL AERO
Dec-22,32,18.3,VILLA REYNOLDS AERO
Dec-22,29.1,18.6,AEROPARQUE AERO
Dec-22,27.6,13.9,AZUL AERO
Dec-22,30,10.2,BAHIA BLANCA AERO
Dec-22,25.1,4.3,BARILOCHE AERO
Dec-22,-2.9,-6.9,BASE BELGRANO II
Dec-22,3.9,,BASE CARLINI (EX JUBANY)
Dec-22,6,-0.1,BASE ESPERANZA
Dec-22,5.6,-3.2,BASE MARAMBIO
Dec-22,4.3,0.2,BASE ORCADAS
Dec-22,2.9,0.6,BASE SAN MARTIN
Dec-22,26.3,10.3,BENITO JUAREZ AERO
Dec-22,28.8,18.2,BERNARDO DE IRIGOYEN AERO
Dec-22,29.1,13.5,BOLIVAR AERO
Dec-22,29.7,18.1,BUENOS AIRES OBSERVATORIO
Dec-22,,17.1,CAMPO DE MAYO AERO
Dec-22,35,22.4,CATAMARCA AERO
Dec-22,32,20.4,CERES AERO
Dec-22,35,19,CHAMICAL AERO
Dec-22,25.6,7.6,CHAPELCO AERO
Dec-22,33,19.5,CHEPES
Dec-22,,22.8,CHILECITO AERO
Dec-22,28,15,CIPOLLETTI
Dec-22,22.9,9.7,COMODORO RIVADAVIA AERO
Dec-22,32.2,18.5,CONCORDIA AERO
Dec-22,32.5,18.8,CORDOBA AERO
Dec-22,34.2,20,CORDOBA OBSERVATORIO
Dec-22,29.2,10,CORONEL PRINGLES AERO
Dec-22,29.9,12,CORONEL SUAREZ AERO
Dec-22,33.2,18,CORRIENTES AERO
Dec-22,26,16.1,DOLORES AERO
Dec-22,27,4.5,EL BOLSON AERO
Dec-22,21.5,8,EL CALAFATE AERO
Dec-22,29.3,18.1,EL PALOMAR AERO
Dec-22,,20,EL TREBOL
Dec-22,33.9,19.6,ESCUELA DE AVIACION MILITAR AERO
Dec-22,22.8,,ESQUEL AERO
Dec-22,29.9,18.3,EZEIZA AERO
Dec-22,35,18.3,FORMOSA AERO
Dec-22,31,13,GENERAL PICO AERO
Dec-22,22,6,GOBERNADOR GREGORES AERO
Dec-22,30.9,19.3,GUALEGUAYCHU AERO
Dec-22,32.6,19.5,IGUAZU AERO
Dec-22,34.5,17.5,ITUZAINGO
Dec-22,35.5,21,JACHAL
Dec-22,33.4,22.8,JUJUY AERO
Dec-22,29.8,18.7,JUJUY U N
Dec-22,29.4,17.8,JUNIN AERO
Dec-22,27,18,LA PLATA AERO
Dec-22,24.5,9.4,LA QUIACA OBSERVATORIO
Dec-22,36.5,22.9,LA RIOJA AERO
Dec-22,31,18.6,LABOULAYE AERO
Dec-22,27,16.4,LAS FLORES
Dec-22,35.2,19.6,LAS LOMITAS
Dec-22,26.6,9.6,MALARGUE AERO
Dec-22,24.8,7,MAQUINCHAO
Dec-22,22.6,15.1,MAR DEL PLATA AERO
Dec-22,31.9,18.9,MARCOS JUAREZ AERO
Dec-22,29,,MARIANO MORENO AERO
Dec-22,34.3,21.2,MENDOZA AERO
Dec-22,31.5,17,MENDOZA OBSERVATORIO
Dec-22,35,20,MERCEDES AERO (CTES)
Dec-22,,18,MERLO AERO
Dec-22,34.5,18.9,MONTE CASEROS AERO
Dec-22,29.9,18.1,MORON AERO
Dec-22,29.7,16.4,NEUQUEN AERO
Dec-22,31.2,17.4,NUEVE DE JULIO
Dec-22,34,19,OBERA
Dec-22,27.6,14.5,OLAVARRIA AERO
Dec-22,35.6,18.9,ORAN AERO
Dec-22,31.2,20.3,PARANA AERO
Dec-22,24.6,9.5,PASO DE INDIOS
Dec-22,35,17.9,PASO DE LOS LIBRES AERO
Dec-22,29.2,15.2,PEHUAJO AERO
Dec-22,,7.2,PERITO MORENO AERO
Dec-22,28.5,11.4,PIGUE AERO
Dec-22,33.2,19.5,PILAR OBSERVATORIO
Dec-22,33.9,21.5,POSADAS AERO
Dec-22,32.6,16.8,PRESIDENCIA ROQUE SAENZ PEﾑA AERO
Dec-22,22,7.2,PUERTO DESEADO AERO
Dec-22,25.3,8.2,PUERTO MADRYN AERO
Dec-22,24.2,18,PUNTA INDIO B.A.
Dec-22,32,,RAFAELA AERO
Dec-22,32.9,19,RECONQUISTA AERO
Dec-22,33.2,15.9,RESISTENCIA AERO
Dec-22,29.2,13.2,RIO COLORADO
Dec-22,31.4,18.5,RIO CUARTO AERO
Dec-22,23,9.7,RIO GALLEGOS AERO
Dec-22,20,4.1,RIO GRANDE B.A.
Dec-22,38.5,20.8,RIVADAVIA
Dec-22,32.6,18.4,ROSARIO AERO
Dec-22,29.5,19.6,SALTA AERO
Dec-22,24.9,12.8,SAN ANTONIO OESTE AERO
Dec-22,30.5,14.4,SAN CARLOS (MZA)
Dec-22,29,18.5,SAN FERNANDO AERO
Dec-22,35.6,22.4,SAN JUAN AERO
Dec-22,25.5,9.6,SAN JULIAN AERO
Dec-22,33.5,18.8,SAN LUIS AERO
Dec-22,35,20.1,SAN MARTIN (MZA)
Dec-22,30.4,15.5,SAN RAFAEL AERO
Dec-22,23.1,6.3,SANTA CRUZ AERO
Dec-22,32.9,15.5,SANTA ROSA AERO
Dec-22,32.9,17.9,SANTA ROSA DE CONLARA AERO
Dec-22,35.7,24.6,SANTIAGO DEL ESTERO AERO
Dec-22,32.2,23.1,SAUCE VIEJO AERO
Dec-22,33,20.4,SUNCHALES AERO
Dec-22,27,10,TANDIL AERO
Dec-22,37,19.6,TARTAGAL AERO
Dec-22,31.7,,TERMAS DE RIO HONDO AERO
Dec-22,33.2,24.5,TINOGASTA
Dec-22,23.8,7.7,TRELEW AERO
Dec-22,30,14.5,TRENQUE LAUQUEN
Dec-22,26.9,11.6,TRES ARROYOS
Dec-22,32.2,18.9,TUCUMAN AERO
Dec-22,16.5,5.6,USHUAIA AERO
Dec-22,31.8,18.5,USPALLATA
Dec-22,31,18.6,VENADO TUERTO AERO
Dec-22,32,12.4,VICTORICA
Dec-22,25.6,10,VIEDMA AERO
Dec-22,32.3,19.5,VILLA DE MARIA DEL RIO SECO
Dec-22,34,17.8,VILLA DOLORES AERO
Dec-22,21,15,VILLA GESELL AERO
Dec-22,32.6,16.8,VILLA REYNOLDS AERO
Dec-22,30.7,20.5,AEROPARQUE AERO
Dec-22,33.2,16,AZUL AERO
Dec-22,34.6,16.4,BAHIA BLANCA AERO
Dec-22,18.4,10.8,BARILOCHE AERO
Dec-22,3.6,-9,BASE BELGRANO II
Dec-22,3.9,,BASE CARLINI (EX JUBANY)
Dec-22,5,-0.4,BASE ESPERANZA
Dec-22,3.6,-3.7,BASE MARAMBIO
Dec-22,3.9,-2.9,BASE ORCADAS
Dec-22,4.1,-1.4,BASE SAN MARTIN
Dec-22,35,15.9,BENITO JUAREZ AERO
Dec-22,28.1,14.1,BERNARDO DE IRIGOYEN AERO
Dec-22,35.9,10.5,BOLIVAR AERO
Dec-22,32.4,21.5,BUENOS AIRES OBSERVATORIO
Dec-22,,14,CAMPO DE MAYO AERO
Dec-22,39,26,CATAMARCA AERO
Dec-22,36,15,CERES AERO
Dec-22,40.2,20.1,CHAMICAL AERO
Dec-22,19.5,12.2,CHAPELCO AERO
Dec-22,38,22.5,CHEPES
Dec-22,,21,CHILECITO AERO
Dec-22,31.8,20.2,CIPOLLETTI
Dec-22,21.5,14.1,COMODORO RIVADAVIA AERO
Dec-22,33.8,17.4,CONCORDIA AERO
Dec-22,38,18.5,CORDOBA AERO
Dec-22,39.6,21.5,CORDOBA OBSERVATORIO
Dec-22,37.8,16.4,CORONEL PRINGLES AERO
Dec-22,36.3,12.5,CORONEL SUAREZ AERO
Dec-22,34.4,17.4,CORRIENTES AERO
Dec-22,33,15,DOLORES AERO
Dec-22,24,10.7,EL BOLSON AERO
Dec-22,17,4.4,EL CALAFATE AERO
Dec-22,33,17.2,EL PALOMAR AERO
Dec-22,,15.5,EL TREBOL
Dec-22,38.6,14.8,ESCUELA DE AVIACION MILITAR AERO
Dec-22,19.2,,ESQUEL AERO
Dec-22,34.1,19.7,EZEIZA AERO
Dec-22,31.7,16.7,FORMOSA AERO
Dec-22,38.5,18.8,GENERAL PICO AERO
Dec-22,20.4,4,GOBERNADOR GREGORES AERO
Dec-22,34.5,16.2,GUALEGUAYCHU AERO
Dec-22,31.6,12.9,IGUAZU AERO
Dec-22,33.6,14.5,ITUZAINGO
Dec-22,39.5,16,JACHAL
Dec-22,34.7,19.6,JUJUY AERO
Dec-22,30.8,19.1,JUJUY U N
Dec-22,37.3,15,JUNIN AERO
Dec-22,32.7,17.7,LA PLATA AERO
Dec-22,24.2,9.5,LA QUIACA OBSERVATORIO
Dec-22,41.5,22.7,LA RIOJA AERO
Dec-22,37.3,14.1,LABOULAYE AERO
Dec-22,34.6,16,LAS FLORES
Dec-22,36.5,19.4,LAS LOMITAS
Dec-22,31.6,12,MALARGUE AERO
Dec-22,22,10.6,MAQUINCHAO
Dec-22,33.3,12.5,MAR DEL PLATA AERO
Dec-22,37,12.5,MARCOS JUAREZ AERO
Dec-22,34,,MARIANO MORENO AERO
Dec-22,38.4,21.2,MENDOZA AERO
Dec-22,36.6,19.6,MENDOZA OBSERVATORIO
Dec-22,34.4,18,MERCEDES AERO (CTES)
Dec-22,,17.6,MERLO AERO
Dec-22,,,METAN
Dec-22,33.3,18.7,MONTE CASEROS AERO
Dec-22,33.9,19.9,MORON AERO
Dec-22,31.2,19.9,NEUQUEN AERO
Dec-22,36.8,17.3,NUEVE DE JULIO
Dec-22,30,17,OBERA
Dec-22,34.6,13.1,OLAVARRIA AERO
Dec-22,39.6,23.5,ORAN AERO
Dec-22,33.3,17.2,PARANA AERO
Dec-22,24,11.7,PASO DE INDIOS
Dec-22,33.5,18.4,PASO DE LOS LIBRES AERO
Dec-22,37.1,17,PEHUAJO AERO
Dec-22,,8.2,PERITO MORENO AERO
Dec-22,36,13.1,PIGUE AERO
Dec-22,38.1,18,PILAR OBSERVATORIO
Dec-22,32,18.8,POSADAS AERO
Dec-22,36.7,13.5,PRESIDENCIA ROQUE SAENZ PEﾑA AERO
Dec-22,19,9.8,PUERTO DESEADO AERO
Dec-22,27.1,12.2,PUERTO MADRYN AERO
Dec-22,30.2,16,PUNTA INDIO B.A.
Dec-22,33.5,17,RAFAELA AERO
Dec-22,34.5,19.4,RECONQUISTA AERO
Dec-22,35.4,17.3,RESISTENCIA AERO
Dec-22,35,13.8,RIO COLORADO
Dec-22,38.4,18.2,RIO CUARTO AERO
Dec-22,18.6,5.6,RIO GALLEGOS AERO
Dec-22,16.3,3.8,RIO GRANDE B.A.
Dec-22,42,25,RIVADAVIA
Dec-22,34.7,17.4,ROSARIO AERO
Dec-22,31.2,18.2,SALTA AERO
Dec-22,25,14.6,SAN ANTONIO OESTE AERO
Dec-22,37.8,18.2,SAN CARLOS (MZA)
Dec-22,32.6,16.6,SAN FERNANDO AERO
Dec-22,42,20,SAN JUAN AERO
Dec-22,16,7.2,SAN JULIAN AERO
Dec-22,38.7,21.3,SAN LUIS AERO
Dec-22,40.3,19.1,SAN MARTIN (MZA)
Dec-22,35.7,15.6,SAN RAFAEL AERO
Dec-22,21,6.8,SANTA CRUZ AERO
Dec-22,38.5,16,SANTA ROSA AERO
Dec-22,38.9,12.7,SANTA ROSA DE CONLARA AERO
Dec-22,40.7,21.8,SANTIAGO DEL ESTERO AERO
Dec-22,35.6,18.1,SAUCE VIEJO AERO
Dec-22,34.7,16.8,SUNCHALES AERO
Dec-22,34.5,11,TANDIL AERO
Dec-22,39,23.2,TARTAGAL AERO
Dec-22,39.2,13.3,TERMAS DE RIO HONDO AERO
Dec-22,39,22,TINOGASTA
Dec-22,26.6,13.2,TRELEW AERO
Dec-22,37.7,18,TRENQUE LAUQUEN
Dec-22,36.3,15.9,TRES ARROYOS
Dec-22,37.8,21,TUCUMAN AERO
Dec-22,14.1,4,USHUAIA AERO
Dec-22,33.4,18.7,USPALLATA
Dec-22,37,14,VENADO TUERTO AERO
Dec-22,38.5,13.3,VICTORICA
Dec-22,27.5,12.6,VIEDMA AERO
Dec-22,38.4,14.3,VILLA DE MARIA DEL RIO SECO
Dec-22,39.6,20.8,VILLA DOLORES AERO
Dec-22,32.1,17.5,VILLA GESELL AERO
Dec-22,39.8,13.8,VILLA REYNOLDS AERO
Dec-22,26.5,16.8,AEROPARQUE AERO
Dec-22,27.6,6.9,AZUL AERO
Dec-22,34,9.2,BAHIA BLANCA AERO
Dec-22,21.4,9.2,BARILOCHE AERO
Dec-22,-0.4,-5.6,BASE BELGRANO II
Dec-22,3.7,,BASE CARLINI (EX JUBANY)
Dec-22,4,-3.1,BASE ESPERANZA
Dec-22,0.7,-4.2,BASE MARAMBIO
Dec-22,0.8,-2.7,BASE ORCADAS
Dec-22,3.4,-2.8,BASE SAN MARTIN
Dec-22,29.7,6.3,BENITO JUAREZ AERO
Dec-22,26.5,17.1,BERNARDO DE IRIGOYEN AERO
Dec-22,29.3,8,BOLIVAR AERO
Dec-22,27.5,15.9,BUENOS AIRES OBSERVATORIO
Dec-22,,13.7,CAMPO DE MAYO AERO
Dec-22,36,24.9,CATAMARCA AERO
Dec-22,32.5,17.5,CERES AERO
Dec-22,36.5,21.5,CHAMICAL AERO
Dec-22,26,9.6,CHAPELCO AERO
Dec-22,35,19.5,CHEPES
Dec-22,,23,CHILECITO AERO
Dec-22,33.8,16.2,CIPOLLETTI
Dec-22,26.4,16.7,COMODORO RIVADAVIA AERO
Dec-22,30.9,14.1,CONCORDIA AERO
Dec-22,33,12.2,CORDOBA AERO
Dec-22,34.2,17.4,CORDOBA OBSERVATORIO
Dec-22,32.2,7.9,CORONEL PRINGLES AERO
Dec-22,31.2,7.4,CORONEL SUAREZ AERO
Dec-22,33.9,18.9,CORRIENTES AERO
Dec-22,26.6,6.6,DOLORES AERO
Dec-22,24.8,7.4,EL BOLSON AERO
Dec-22,17.5,9,EL CALAFATE AERO
Dec-22,29.5,13,EL PALOMAR AERO
Dec-22,,11.5,EL TREBOL
Dec-22,34,12,ESCUELA DE AVIACION MILITAR AERO
Dec-22,21.3,,ESQUEL AERO
Dec-22,29.1,11.5,EZEIZA AERO
Dec-22,32,21.4,FORMOSA AERO
Dec-22,32,13.5,GENERAL PICO AERO
Dec-22,19.8,9.5,GOBERNADOR GREGORES AERO
Dec-22,29.5,14.3,GUALEGUAYCHU AERO
Dec-22,32,20.8,IGUAZU AERO
Dec-22,31.5,17.5,ITUZAINGO
Dec-22,35,13.5,JACHAL
Dec-22,32.6,20.1,JUJUY AERO
Dec-22,30.4,17.6,JUJUY U N
Dec-22,31.1,11.8,JUNIN AERO
Dec-22,26.2,11,LA PLATA AERO
Dec-22,20.7,7,LA QUIACA OBSERVATORIO
Dec-22,38,22.1,LA RIOJA AERO
Dec-22,30.5,11.5,LABOULAYE AERO
Dec-22,27.7,10,LAS FLORES
Dec-22,36.4,26,LAS LOMITAS
Dec-22,34.2,8.3,MALARGUE AERO
Dec-22,26.8,7.6,MAQUINCHAO
Dec-22,28,6.7,MAR DEL PLATA AERO
Dec-22,31.6,8.4,MARCOS JUAREZ AERO
Dec-22,30,,MARIANO MORENO AERO
Dec-22,35.5,17.7,MENDOZA AERO
Dec-22,32.8,14.4,MENDOZA OBSERVATORIO
Dec-22,32.8,18,MERCEDES AERO (CTES)
Dec-22,,13.2,MERLO AERO
Dec-22,33.7,20.4,METAN
Dec-22,32.3,17.4,MONTE CASEROS AERO
Dec-22,30,13.5,MORON AERO
Dec-22,33.5,15.8,NEUQUEN AERO
Dec-22,30.4,12.4,NUEVE DE JULIO
Dec-22,29,18,OBERA
Dec-22,28.1,8.2,OLAVARRIA AERO
Dec-22,34.5,25.5,ORAN AERO
Dec-22,29.9,15.2,PARANA AERO
Dec-22,24,13.8,PASO DE INDIOS
Dec-22,31.5,18,PASO DE LOS LIBRES AERO
Dec-22,30.3,11.2,PEHUAJO AERO
Dec-22,,11.5,PERITO MORENO AERO
Dec-22,30.8,7.7,PIGUE AERO
Dec-22,33.2,15.2,PILAR OBSERVATORIO
Dec-22,30.1,20.1,POSADAS AERO
Dec-22,35.6,23.1,PRESIDENCIA ROQUE SAENZ PEﾑA AERO
Dec-22,20,10.2,PUERTO DESEADO AERO
Dec-22,29.2,13,PUERTO MADRYN AERO
Dec-22,24,12,PUNTA INDIO B.A.
Dec-22,30.5,14.5,RAFAELA AERO
Dec-22,32.2,16.7,RECONQUISTA AERO
Dec-22,34,18,RESISTENCIA AERO
Dec-22,35,14.6,RIO COLORADO
Dec-22,32.5,12,RIO CUARTO AERO
Dec-22,18.5,5.6,RIO GALLEGOS AERO
Dec-22,16.1,2.6,RIO GRANDE B.A.
Dec-22,38,24.5,RIVADAVIA
Dec-22,30,13.7,ROSARIO AERO
Dec-22,29.8,18,SALTA AERO
Dec-22,28.6,10.8,SAN ANTONIO OESTE AERO
Dec-22,33,9.4,SAN CARLOS (MZA)
Dec-22,28.6,15.2,SAN FERNANDO AERO
Dec-22,36.5,16.6,SAN JUAN AERO
Dec-22,20.6,10.1,SAN JULIAN AERO
Dec-22,35.6,19.9,SAN LUIS AERO
Dec-22,35.9,16.6,SAN MARTIN (MZA)
Dec-22,36.5,11.8,SAN RAFAEL AERO
Dec-22,22,9.6,SANTA CRUZ AERO
Dec-22,34.4,12.2,SANTA ROSA AERO
Dec-22,35,12.1,SANTA ROSA DE CONLARA AERO
Dec-22,37.5,26.2,SANTIAGO DEL ESTERO AERO
Dec-22,30.6,16.5,SAUCE VIEJO AERO
Dec-22,31.2,14.3,SUNCHALES AERO
Dec-22,28.5,6,TANDIL AERO
Dec-22,33.4,24,TARTAGAL AERO
Dec-22,34.4,24,TERMAS DE RIO HONDO AERO
Dec-22,36,21,TINOGASTA
Dec-22,28.1,17.9,TRELEW AERO
Dec-22,30.8,12.5,TRENQUE LAUQUEN
Dec-22,32.2,9,TRES ARROYOS
Dec-22,33.4,21.9,TUCUMAN AERO
Dec-22,12.3,5.5,USHUAIA AERO
Dec-22,33.6,17.6,USPALLATA
Dec-22,30.6,12.2,VENADO TUERTO AERO
Dec-22,34.3,11.1,VICTORICA
Dec-22,28.9,12.9,VIEDMA AERO
Dec-22,33.7,17.5,VILLA DE MARIA DEL RIO SECO
Dec-22,36.1,13,VILLA DOLORES AERO
Dec-22,26.5,,VILLA GESELL AERO
Dec-22,34.4,9.3,VILLA REYNOLDS AERO
Dec-22,27.6,18.4,AEROPARQUE AERO
Dec-22,25.4,9.1,AZUL AERO
Dec-22,22.6,9,BAHIA BLANCA AERO
Dec-22,17.2,7.8,BARILOCHE AERO
Dec-22,2.6,-5.8,BASE BELGRANO II
Dec-22,3.9,,BASE CARLINI (EX JUBANY)
Dec-22,4,-4.6,BASE ESPERANZA
Dec-22,-0.7,-5.9,BASE MARAMBIO
Dec-22,0.3,-3,BASE ORCADAS
Dec-22,3.7,-3.6,BASE SAN MARTIN
Dec-22,23.7,7.5,BENITO JUAREZ AERO
Dec-22,28.1,20.7,BERNARDO DE IRIGOYEN AERO
Dec-22,26.6,8.5,BOLIVAR AERO
Dec-22,28.5,18.2,BUENOS AIRES OBSERVATORIO
Dec-22,,16.6,CAMPO DE MAYO AERO
Dec-22,40.8,25.4,CATAMARCA AERO
Dec-22,35,25,CERES AERO
Dec-22,39.4,24.9,CHAMICAL AERO
Dec-22,19.5,9.3,CHAPELCO AERO
Dec-22,35,24,CHEPES
Dec-22,,22.9,CHILECITO AERO
Dec-22,28.2,16.2,CIPOLLETTI
Dec-22,25.3,12.4,COMODORO RIVADAVIA AERO
Dec-22,33.3,23.1,CONCORDIA AERO
Dec-22,33,19.3,CORDOBA AERO
Dec-22,35,22.8,CORDOBA OBSERVATORIO
Dec-22,22.3,6.5,CORONEL PRINGLES AERO
Dec-22,24,7.8,CORONEL SUAREZ AERO
Dec-22,36.3,24.6,CORRIENTES AERO
