FECHA,TMAX,TMIN,NOMBRE
Aug-22,24.5,1,VENADO TUERTO AERO
Aug-22,25.7,5.8,VICTORICA
Aug-22,18.4,7.6,VIEDMA AERO
Aug-22,27.6,-0.7,VILLA DE MARIA DEL RIO SECO
Aug-22,25.3,7.4,VILLA DOLORES AERO
Aug-22,18,7.5,VILLA GESELL AERO
Aug-22,27,-0.7,VILLA REYNOLDS AERO
Aug-22,13.2,9.3,AEROPARQUE AERO
Aug-22,11.5,3.8,AZUL AERO
Aug-22,18.3,0.3,BAHIA BLANCA AERO
Aug-22,12.9,1.1,BARILOCHE AERO
Aug-22,-11.1,-17.9,BASE BELGRANO II
Aug-22,1.1,-1.2,BASE CARLINI (EX JUBANY)
Aug-22,2.2,-2.1,BASE ESPERANZA
Aug-22,-0.4,-3.7,BASE MARAMBIO
Aug-22,2.6,-2,BASE ORCADAS
Aug-22,4.1,-3.4,BASE SAN MARTIN
Aug-22,12.1,3.6,BENITO JUAREZ AERO
Aug-22,22.3,11.8,BERNARDO DE IRIGOYEN AERO
Aug-22,17.4,2.2,BOLIVAR AERO
Aug-22,16.4,8.5,BUENOS AIRES OBSERVATORIO
Aug-22,15.3,4.8,CAMPO DE MAYO AERO
Aug-22,25.4,6.3,CATAMARCA AERO
Aug-22,21.4,3,CERES AERO
Aug-22,23.3,5.5,CHAMICAL AERO
Aug-22,16.7,-3,CHAPELCO AERO
Aug-22,22.5,8,CHEPES
Aug-22,,3.3,CHILECITO AERO
Aug-22,18.5,3.8,CIPOLLETTI
Aug-22,19.9,12.1,COMODORO RIVADAVIA AERO
Aug-22,20.2,1.2,CONCORDIA AERO
Aug-22,21.5,-1.2,CORDOBA AERO
Aug-22,22,4.4,CORDOBA OBSERVATORIO
Aug-22,14.9,5,CORONEL PRINGLES AERO
Aug-22,15.8,2.5,CORONEL SUAREZ AERO
Aug-22,25.5,8.7,CORRIENTES AERO
Aug-22,14.7,6.1,DOLORES AERO
Aug-22,16.1,-0.5,EL BOLSON AERO
Aug-22,11.9,0,EL CALAFATE AERO
Aug-22,16.6,4.2,EL PALOMAR AERO
Aug-22,,,EL TREBOL
Aug-22,20.4,0.2,ESCUELA DE AVIACION MILITAR AERO
Aug-22,15.2,1,ESQUEL AERO
Aug-22,15.9,6.4,EZEIZA AERO
Aug-22,27.5,9.5,FORMOSA AERO
Aug-22,21,1.5,GENERAL PICO AERO
Aug-22,12,1.5,GOBERNADOR GREGORES AERO
Aug-22,19,3,GUALEGUAYCHU AERO
Aug-22,26,10.4,IGUAZU AERO
Aug-22,26,9,ITUZAINGO
Aug-22,21,-1.5,JACHAL
Aug-22,22.8,4.3,JUJUY AERO
Aug-22,20.7,1.8,JUJUY U N
Aug-22,20.1,2.4,JUNIN AERO
Aug-22,13.2,7.3,LA PLATA AERO
Aug-22,19.5,-6.5,LA QUIACA OBSERVATORIO
Aug-22,23.2,2.4,LA RIOJA AERO
Aug-22,21.4,-0.2,LABOULAYE AERO
Aug-22,14.5,5.4,LAS FLORES
Aug-22,28.5,9.6,LAS LOMITAS
Aug-22,17.5,-1.8,MALARGUE AERO
Aug-22,15,-3,MAQUINCHAO
Aug-22,11.4,5.5,MAR DEL PLATA AERO
Aug-22,21.4,0.5,MARCOS JUAREZ AERO
Aug-22,17,5,MARIANO MORENO AERO
Aug-22,21.5,5.2,MENDOZA AERO
Aug-22,20.8,5,MENDOZA OBSERVATORIO
Aug-22,22.5,5.5,MERCEDES AERO (CTES)
Aug-22,,8,MERLO AERO
Aug-22,23.9,5.6,METAN
Aug-22,21.4,7,MONTE CASEROS AERO
Aug-22,16.6,9,MORON AERO
Aug-22,17.8,4.7,NEUQUEN AERO
Aug-22,18.4,5.3,NUEVE DE JULIO
Aug-22,26,10,OBERA
Aug-22,12.9,4.2,OLAVARRIA AERO
Aug-22,26,4.1,ORAN AERO
Aug-22,20,5,PARANA AERO
Aug-22,16.6,,PASO DE INDIOS
Aug-22,21.6,5.5,PASO DE LOS LIBRES AERO
Aug-22,18.3,4.8,PEHUAJO AERO
Aug-22,15,0.5,PERITO MORENO AERO
Aug-22,15.1,4.6,PIGUE AERO
Aug-22,21.4,1.6,PILAR OBSERVATORIO
Aug-22,26,10.8,POSADAS AERO
Aug-22,26.9,2,PRESIDENCIA ROQUE SAENZ PEﾑA AERO
Aug-22,16,5,PUERTO DESEADO AERO
Aug-22,22.4,5,PUERTO MADRYN AERO
Aug-22,14,8,PUNTA INDIO B.A.
Aug-22,21,3.5,RAFAELA AERO
Aug-22,22.5,4,RECONQUISTA AERO
Aug-22,26.2,4.9,RESISTENCIA AERO
Aug-22,18.6,4.2,RIO COLORADO
Aug-22,21.4,6,RIO CUARTO AERO
Aug-22,8.5,0.7,RIO GALLEGOS AERO
Aug-22,8,-0.5,RIO GRANDE B.A.
Aug-22,28,5,RIVADAVIA
Aug-22,20.8,1.4,ROSARIO AERO
Aug-22,20.8,-0.9,SALTA AERO
Aug-22,20.5,2.7,SAN ANTONIO OESTE AERO
Aug-22,14.7,4.8,SAN FERNANDO AERO
Aug-22,23.2,-1,SAN JUAN AERO
Aug-22,14.1,2.1,SAN JULIAN AERO
Aug-22,22,6.1,SAN LUIS AERO
Aug-22,21.6,4.3,SAN MARTIN (MZA)
Aug-22,22.7,4.1,SAN RAFAEL AERO
Aug-22,12.6,1.6,SANTA CRUZ AERO
Aug-22,22,1.3,SANTA ROSA AERO
Aug-22,22,-1,SANTA ROSA DE CONLARA AERO
Aug-22,25.2,1.3,SANTIAGO DEL ESTERO AERO
Aug-22,21.8,0.4,SAUCE VIEJO AERO
Aug-22,21.5,1,SUNCHALES AERO
Aug-22,10.5,3,TANDIL AERO
Aug-22,25,5.5,TARTAGAL AERO
Aug-22,27.2,1,TERMAS DE RIO HONDO AERO
Aug-22,23,-0.5,TINOGASTA
Aug-22,22.5,6.7,TRELEW AERO
Aug-22,19.2,3.5,TRENQUE LAUQUEN
Aug-22,16.2,4.5,TRES ARROYOS
Aug-22,25.3,5.2,TUCUMAN AERO
Aug-22,6.6,2,USHUAIA AERO
Aug-22,18.5,-2.2,USPALLATA
Aug-22,21,1.5,VENADO TUERTO AERO
Aug-22,22.5,3.4,VICTORICA
Aug-22,19.9,4.6,VIEDMA AERO
Aug-22,21.6,-2.9,VILLA DE MARIA DEL RIO SECO
Aug-22,21.8,6,VILLA DOLORES AERO
Aug-22,12.5,5.5,VILLA GESELL AERO
Aug-22,24.1,-2.4,VILLA REYNOLDS AERO
Aug-22,16.1,7.4,AEROPARQUE AERO
Aug-22,15.3,0.6,AZUL AERO
Aug-22,10.8,4.6,BAHIA BLANCA AERO
Aug-22,11,0.3,BARILOCHE AERO
Aug-22,-15.9,-33.9,BASE BELGRANO II
Aug-22,2.1,-0.8,BASE CARLINI (EX JUBANY)
Aug-22,1,-5.7,BASE ESPERANZA
Aug-22,-0.9,-11.7,BASE MARAMBIO
Aug-22,-1.1,-12.2,BASE ORCADAS
Aug-22,4.9,-1.5,BASE SAN MARTIN
Aug-22,11.6,2.5,BENITO JUAREZ AERO
Aug-22,21.2,7.3,BERNARDO DE IRIGOYEN AERO
Aug-22,17.3,3.8,BOLIVAR AERO
Aug-22,19.7,6.3,BUENOS AIRES OBSERVATORIO
Aug-22,18.8,0.8,CAMPO DE MAYO AERO
Aug-22,23.8,0.3,CATAMARCA AERO
Aug-22,22.4,1,CERES AERO
Aug-22,22.5,5,CHAMICAL AERO
Aug-22,13.2,-1,CHAPELCO AERO
Aug-22,22.5,6,CHEPES
Aug-22,,3.5,CHILECITO AERO
Aug-22,16.6,5.2,CIPOLLETTI
Aug-22,15.4,2.1,COMODORO RIVADAVIA AERO
Aug-22,18.3,2,CONCORDIA AERO
Aug-22,22.3,-0.6,CORDOBA AERO
Aug-22,22.8,4,CORDOBA OBSERVATORIO
Aug-22,10.4,3.5,CORONEL PRINGLES AERO
Aug-22,13.8,1.4,CORONEL SUAREZ AERO
Aug-22,23.2,4,CORRIENTES AERO
Aug-22,15.8,1.9,DOLORES AERO
Aug-22,14.5,-1.5,EL BOLSON AERO
Aug-22,16.4,-1.5,EL CALAFATE AERO
Aug-22,19.5,-0.4,EL PALOMAR AERO
Aug-22,,,EL TREBOL
Aug-22,22,-0.6,ESCUELA DE AVIACION MILITAR AERO
Aug-22,13.2,-2.6,ESQUEL AERO
Aug-22,18.7,0.8,EZEIZA AERO
Aug-22,24.5,3.3,FORMOSA AERO
Aug-22,20.2,4,GENERAL PICO AERO
Aug-22,14.2,5,GOBERNADOR GREGORES AERO
Aug-22,18.2,-0.5,GUALEGUAYCHU AERO
Aug-22,24.4,6.4,IGUAZU AERO
Aug-22,24.5,5,ITUZAINGO
Aug-22,19,-1.2,JACHAL
Aug-22,23.1,3,JUJUY AERO
Aug-22,20.5,0.7,JUJUY U N
Aug-22,19.6,0.6,JUNIN AERO
Aug-22,18.5,1.2,LA PLATA AERO
Aug-22,16.5,-7.4,LA QUIACA OBSERVATORIO
Aug-22,22.6,3.1,LA RIOJA AERO
Aug-22,21.3,0.5,LABOULAYE AERO
Aug-22,16,1.3,LAS FLORES
Aug-22,26,5.6,LAS LOMITAS
Aug-22,15,-2,MALARGUE AERO
Aug-22,14.6,-3.5,MAQUINCHAO
Aug-22,13.4,3.3,MAR DEL PLATA AERO
Aug-22,20.9,-1.6,MARCOS JUAREZ AERO
Aug-22,19,1,MARIANO MORENO AERO
Aug-22,21,6.6,MENDOZA AERO
Aug-22,19.9,7.5,MENDOZA OBSERVATORIO
Aug-22,20,4,MERCEDES AERO (CTES)
Aug-22,,3,MERLO AERO
Aug-22,22,5,METAN
Aug-22,19.7,3.3,MONTE CASEROS AERO
Aug-22,19.4,2.8,MORON AERO
Aug-22,17.2,5,NEUQUEN AERO
Aug-22,18.4,3.3,NUEVE DE JULIO
Aug-22,,,OBERA
Aug-22,14.9,3.1,OLAVARRIA AERO
Aug-22,24.5,3.7,ORAN AERO
Aug-22,18.8,2.6,PARANA AERO
Aug-22,18,,PASO DE INDIOS
Aug-22,19.4,4.8,PASO DE LOS LIBRES AERO
Aug-22,16.8,3.3,PEHUAJO AERO
Aug-22,11.5,-3.5,PERITO MORENO AERO
Aug-22,15,3.4,PIGUE AERO
Aug-22,21.8,0.2,PILAR OBSERVATORIO
Aug-22,24.4,7.8,POSADAS AERO
Aug-22,23.7,-2.1,PRESIDENCIA ROQUE SAENZ PEﾑA AERO
Aug-22,9.8,0.5,PUERTO DESEADO AERO
Aug-22,13.6,1.2,PUERTO MADRYN AERO
Aug-22,19,3,PUNTA INDIO B.A.
Aug-22,21.1,6.4,RAFAELA AERO
Aug-22,21.2,2.9,RECONQUISTA AERO
Aug-22,22.8,1.5,RESISTENCIA AERO
Aug-22,14.4,5.8,RIO COLORADO
Aug-22,21.7,4.8,RIO CUARTO AERO
Aug-22,16.2,2.2,RIO GALLEGOS AERO
Aug-22,7.7,-1,RIO GRANDE B.A.
Aug-22,27.5,1.5,RIVADAVIA
Aug-22,20.1,-0.3,ROSARIO AERO
Aug-22,21.5,-0.8,SALTA AERO
Aug-22,15.5,5.4,SAN ANTONIO OESTE AERO
Aug-22,19.5,1.6,SAN FERNANDO AERO
Aug-22,21.9,1.2,SAN JUAN AERO
Aug-22,14.8,0.9,SAN JULIAN AERO
Aug-22,20.9,6,SAN LUIS AERO
Aug-22,21.5,8.2,SAN MARTIN (MZA)
Aug-22,19.2,5.2,SAN RAFAEL AERO
Aug-22,14,3.9,SANTA CRUZ AERO
Aug-22,17.2,5,SANTA ROSA AERO
Aug-22,21.4,-2.1,SANTA ROSA DE CONLARA AERO
Aug-22,25.2,-3,SANTIAGO DEL ESTERO AERO
Aug-22,20,3.3,SAUCE VIEJO AERO
Aug-22,22.1,0.6,SUNCHALES AERO
Aug-22,14,-0.5,TANDIL AERO
Aug-22,23.2,2.5,TARTAGAL AERO
Aug-22,24.2,0,TERMAS DE RIO HONDO AERO
Aug-22,22,0.5,TINOGASTA
Aug-22,16.2,1.9,TRELEW AERO
Aug-22,,,TRENQUE LAUQUEN
Aug-22,12.1,5.7,TRES ARROYOS
Aug-22,23.5,5.5,TUCUMAN AERO
Aug-22,9.5,2.5,USHUAIA AERO
Aug-22,17.4,2,USPALLATA
Aug-22,21,0,VENADO TUERTO AERO
Aug-22,18.3,6.5,VICTORICA
Aug-22,13.9,1.7,VIEDMA AERO
Aug-22,30.5,-3.4,VILLA DE MARIA DEL RIO SECO
Aug-22,21.7,5,VILLA DOLORES AERO
Aug-22,10.8,1.3,VILLA GESELL AERO
Aug-22,21,1.8,VILLA REYNOLDS AERO
Aug-22,16.8,6.1,AEROPARQUE AERO
Aug-22,17.6,3.4,AZUL AERO
Aug-22,22,7.9,BAHIA BLANCA AERO
Aug-22,14.4,0.4,BARILOCHE AERO
Aug-22,-31.4,-39.1,BASE BELGRANO II
Aug-22,-0.1,-3.5,BASE CARLINI (EX JUBANY)
Aug-22,-5.2,-14.1,BASE ESPERANZA
Aug-22,-10.9,-18.8,BASE MARAMBIO
Aug-22,-1.4,-12,BASE ORCADAS
Aug-22,0.1,-4.6,BASE SAN MARTIN
Aug-22,18.8,6.2,BENITO JUAREZ AERO
Aug-22,17.5,1,BERNARDO DE IRIGOYEN AERO
Aug-22,19.1,2.5,BOLIVAR AERO
Aug-22,19.2,7.8,BUENOS AIRES OBSERVATORIO
Aug-22,19.1,3.1,CAMPO DE MAYO AERO
Aug-22,23.5,1.8,CATAMARCA AERO
Aug-22,20.2,1.3,CERES AERO
Aug-22,19.8,3.8,CHAMICAL AERO
Aug-22,15.9,0.2,CHAPELCO AERO
Aug-22,20.5,6,CHEPES
Aug-22,,1.5,CHILECITO AERO
Aug-22,23,4.4,CIPOLLETTI
Aug-22,14.9,4.3,COMODORO RIVADAVIA AERO
Aug-22,16.3,0.4,CONCORDIA AERO
Aug-22,24.3,-0.3,CORDOBA AERO
Aug-22,24,7,CORDOBA OBSERVATORIO
Aug-22,19.4,5.4,CORONEL PRINGLES AERO
Aug-22,19.5,0.9,CORONEL SUAREZ AERO
Aug-22,20.1,2.1,CORRIENTES AERO
Aug-22,17.6,3,DOLORES AERO
Aug-22,15.8,1.5,EL BOLSON AERO
Aug-22,10,-3.5,EL CALAFATE AERO
Aug-22,19.5,4.9,EL PALOMAR AERO
Aug-22,23.6,1.7,ESCUELA DE AVIACION MILITAR AERO
Aug-22,14.2,3.4,ESQUEL AERO
Aug-22,18.4,6.3,EZEIZA AERO
Aug-22,21.5,2.3,FORMOSA AERO
Aug-22,23,3.8,GENERAL PICO AERO
Aug-22,10,-0.5,GOBERNADOR GREGORES AERO
Aug-22,17.4,2,GUALEGUAYCHU AERO
Aug-22,19.4,2.2,IGUAZU AERO
Aug-22,19.6,3,ITUZAINGO
Aug-22,22,-1.5,JACHAL
Aug-22,20.1,1.4,JUJUY AERO
Aug-22,18.5,-0.6,JUJUY U N
Aug-22,20.7,1.5,JUNIN AERO
Aug-22,16.4,8.4,LA PLATA AERO
Aug-22,16,-7.8,LA QUIACA OBSERVATORIO
Aug-22,21.6,4.5,LA RIOJA AERO
Aug-22,22.7,-0.9,LABOULAYE AERO
Aug-22,18,3,LAS FLORES
Aug-22,24,2,LAS LOMITAS
Aug-22,22,-1.2,MALARGUE AERO
Aug-22,15.2,0.6,MAQUINCHAO
Aug-22,18,3.5,MAR DEL PLATA AERO
Aug-22,21.2,-2.5,MARCOS JUAREZ AERO
Aug-22,18.5,4,MARIANO MORENO AERO
Aug-22,21.3,2.6,MENDOZA AERO
Aug-22,21.3,2.7,MENDOZA OBSERVATORIO
Aug-22,18,4,MERCEDES AERO (CTES)
Aug-22,,5,MERLO AERO
Aug-22,21.2,1.5,METAN
Aug-22,17.7,2.3,MONTE CASEROS AERO
Aug-22,19.5,4.9,MORON AERO
Aug-22,22.4,3.1,NEUQUEN AERO
Aug-22,20.3,3.5,NUEVE DE JULIO
Aug-22,20,3,OBERA
Aug-22,17.6,0.2,OLAVARRIA AERO
Aug-22,24,2.9,ORAN AERO
Aug-22,18.2,5.6,PARANA AERO
Aug-22,13.1,,PASO DE INDIOS
Aug-22,17.9,3.2,PASO DE LOS LIBRES AERO
Aug-22,19.9,2.6,PEHUAJO AERO
Aug-22,10,3.7,PERITO MORENO AERO
Aug-22,19,0.8,PIGUE AERO
Aug-22,22.4,3.7,PILAR OBSERVATORIO
Aug-22,20,5.6,POSADAS AERO
Aug-22,21.4,-2.6,PRESIDENCIA ROQUE SAENZ PEﾑA AERO
Aug-22,9,-0.5,PUERTO DESEADO AERO
Aug-22,16,5.2,PUERTO MADRYN AERO
Aug-22,15.5,4.3,PUNTA INDIO B.A.
Aug-22,19.7,2.7,RAFAELA AERO
Aug-22,19.6,2.3,RECONQUISTA AERO
Aug-22,20.5,-0.9,RESISTENCIA AERO
Aug-22,22.6,7,RIO COLORADO
Aug-22,22.6,4,RIO CUARTO AERO
Aug-22,9.9,-2.8,RIO GALLEGOS AERO
Aug-22,8.5,-3.4,RIO GRANDE B.A.
Aug-22,25.5,7,RIVADAVIA
Aug-22,19.7,2.8,ROSARIO AERO
Aug-22,20,-1.8,SALTA AERO
Aug-22,16.1,7.1,SAN ANTONIO OESTE AERO
Aug-22,18.9,3.6,SAN FERNANDO AERO
Aug-22,22.5,0.8,SAN JUAN AERO
Aug-22,11.6,-0.5,SAN JULIAN AERO
Aug-22,21.4,6,SAN LUIS AERO
Aug-22,22.2,3.4,SAN MARTIN (MZA)
Aug-22,23.5,0.3,SAN RAFAEL AERO
Aug-22,9.4,-2.7,SANTA CRUZ AERO
Aug-22,24.6,3.7,SANTA ROSA AERO
Aug-22,21.3,-3.9,SANTA ROSA DE CONLARA AERO
Aug-22,22.9,1.6,SANTIAGO DEL ESTERO AERO
Aug-22,20.1,4,SAUCE VIEJO AERO
Aug-22,20.3,1.4,SUNCHALES AERO
Aug-22,17.7,-1.6,TANDIL AERO
Aug-22,24,1.8,TARTAGAL AERO
Aug-22,24.7,1,TERMAS DE RIO HONDO AERO
Aug-22,22.5,-1.5,TINOGASTA
Aug-22,16.4,4.9,TRELEW AERO
Aug-22,21.8,3.2,TRENQUE LAUQUEN
Aug-22,19.8,5.5,TRES ARROYOS
Aug-22,23,1.6,TUCUMAN AERO
Aug-22,7.4,1.4,USHUAIA AERO
Aug-22,21.5,-2.4,USPALLATA
Aug-22,20.8,0.6,VENADO TUERTO AERO
Aug-22,24.3,3.5,VICTORICA
Aug-22,18.4,4.7,VIEDMA AERO
Aug-22,22.3,-1.9,VILLA DE MARIA DEL RIO SECO
Aug-22,21.2,5.6,VILLA DOLORES AERO
Aug-22,19,3.5,VILLA GESELL AERO
Aug-22,25.4,-2.2,VILLA REYNOLDS AERO
Aug-22,18.1,6.2,AEROPARQUE AERO
Aug-22,17.5,0.1,AZUL AERO
Aug-22,21.3,0,BAHIA BLANCA AERO
Aug-22,14,-1.9,BARILOCHE AERO
Aug-22,-32.5,-40.1,BASE BELGRANO II
Aug-22,0.6,-1.9,BASE CARLINI (EX JUBANY)
Aug-22,0,-10.1,BASE ESPERANZA
Aug-22,-3.8,-13.2,BASE MARAMBIO
Aug-22,-5.1,-6.8,BASE ORCADAS
Aug-22,0,-4.3,BASE SAN MARTIN
Aug-22,18.2,-1.6,BENITO JUAREZ AERO
Aug-22,10.7,-0.1,BERNARDO DE IRIGOYEN AERO
Aug-22,18.6,-1.2,BOLIVAR AERO
Aug-22,18.8,4.1,BUENOS AIRES OBSERVATORIO
Aug-22,18.2,1.4,CAMPO DE MAYO AERO
Aug-22,25,4.3,CATAMARCA AERO
Aug-22,19,1,CERES AERO
Aug-22,18.6,0.4,CHAMICAL AERO
Aug-22,16.2,0.4,CHAPELCO AERO
Aug-22,18,3,CHEPES
Aug-22,,-0.5,CHILECITO AERO
Aug-22,21.2,5.7,CIPOLLETTI
Aug-22,20.9,13,COMODORO RIVADAVIA AERO
Aug-22,15.5,-1.9,CONCORDIA AERO
Aug-22,21.2,-2.2,CORDOBA AERO
Aug-22,21.8,1.2,CORDOBA OBSERVATORIO
Aug-22,19.7,-1,CORONEL PRINGLES AERO
Aug-22,19.5,-1.5,CORONEL SUAREZ AERO
Aug-22,17.3,1.4,CORRIENTES AERO
Aug-22,16.6,-1.9,DOLORES AERO
Aug-22,13.6,-1.4,EL BOLSON AERO
Aug-22,10.9,3.2,EL CALAFATE AERO
Aug-22,18.3,-4.5,EL PALOMAR AERO
Aug-22,,-3,EL TREBOL
Aug-22,20.4,-4,ESCUELA DE AVIACION MILITAR AERO
Aug-22,14.8,4.3,ESQUEL AERO
Aug-22,18.6,1.1,EZEIZA AERO
Aug-22,17.6,0.5,FORMOSA AERO
Aug-22,22.7,1,GENERAL PICO AERO
Aug-22,15,5.8,GOBERNADOR GREGORES AERO
Aug-22,17,-2.3,GUALEGUAYCHU AERO
Aug-22,15.2,1.8,IGUAZU AERO
Aug-22,16,3,ITUZAINGO
Aug-22,19.5,-3.5,JACHAL
Aug-22,19.1,-0.5,JUJUY AERO
Aug-22,18.5,-1.5,JUJUY U N
Aug-22,19.8,-2,JUNIN AERO
Aug-22,17.2,1.8,LA PLATA AERO
Aug-22,14,-8.9,LA QUIACA OBSERVATORIO
Aug-22,21.7,-0.6,LA RIOJA AERO
Aug-22,21.2,-2.5,LABOULAYE AERO
Aug-22,17.5,0.2,LAS FLORES
Aug-22,20.7,4.2,LAS LOMITAS
Aug-22,17.4,-4.3,MALARGUE AERO
Aug-22,17.4,-1,MAQUINCHAO
Aug-22,16.6,-1.8,MAR DEL PLATA AERO
Aug-22,19.8,-2.8,MARCOS JUAREZ AERO
Aug-22,18,0.8,MARIANO MORENO AERO
Aug-22,19,1.7,MENDOZA AERO
Aug-22,19.9,2,MENDOZA OBSERVATORIO
Aug-22,16.2,1.2,MERCEDES AERO (CTES)
Aug-22,,0.8,MERLO AERO
Aug-22,18.9,0.6,METAN
Aug-22,15.5,0.8,MONTE CASEROS AERO
Aug-22,18.1,2,MORON AERO
Aug-22,21,4.4,NEUQUEN AERO
Aug-22,20.2,1.8,NUEVE DE JULIO
Aug-22,16,2,OBERA
Aug-22,18.1,-2.2,OLAVARRIA AERO
Aug-22,22,3,ORAN AERO
Aug-22,17.5,0,PARANA AERO
Aug-22,16.5,,PASO DE INDIOS
Aug-22,16,1,PASO DE LOS LIBRES AERO
Aug-22,20.3,2,PEHUAJO AERO
Aug-22,13.6,7.5,PERITO MORENO AERO
Aug-22,19.3,-2.7,PIGUE AERO
Aug-22,20.2,1.2,PILAR OBSERVATORIO
Aug-22,16.8,4.6,POSADAS AERO
Aug-22,18.6,-6,PRESIDENCIA ROQUE SAENZ PEﾑA AERO
Aug-22,16.3,5.8,PUERTO DESEADO AERO
Aug-22,22.2,4.6,PUERTO MADRYN AERO
Aug-22,17.5,-1.5,PUNTA INDIO B.A.
Aug-22,18.5,-0.3,RAFAELA AERO
Aug-22,17,-0.6,RECONQUISTA AERO
Aug-22,18.1,-3.9,RESISTENCIA AERO
Aug-22,23,4,RIO COLORADO
Aug-22,19.6,2.4,RIO CUARTO AERO
Aug-22,9.5,1.2,RIO GALLEGOS AERO
Aug-22,6.7,1.4,RIO GRANDE B.A.
Aug-22,23,5,RIVADAVIA
Aug-22,18.8,-5.6,ROSARIO AERO
Aug-22,19.2,-2.6,SALTA AERO
Aug-22,25.2,4.1,SAN ANTONIO OESTE AERO
Aug-22,18.3,1.6,SAN FERNANDO AERO
Aug-22,21.7,-3,SAN JUAN AERO
Aug-22,15,5.7,SAN JULIAN AERO
Aug-22,19.4,4.1,SAN LUIS AERO
Aug-22,20.3,0.6,SAN MARTIN (MZA)
Aug-22,22.4,0.6,SAN RAFAEL AERO
Aug-22,14,4.5,SANTA CRUZ AERO
Aug-22,24.3,2,SANTA ROSA AERO
Aug-22,18.5,-7.5,SANTA ROSA DE CONLARA AERO
Aug-22,21,-3,SANTIAGO DEL ESTERO AERO
Aug-22,18.6,-3,SAUCE VIEJO AERO
Aug-22,18.5,-0.7,SUNCHALES AERO
Aug-22,17.5,-4,TANDIL AERO
Aug-22,21.4,2,TARTAGAL AERO
Aug-22,21.8,1.5,TERMAS DE RIO HONDO AERO
Aug-22,22,0,TINOGASTA
Aug-22,23.4,5.9,TRELEW AERO
Aug-22,21.6,1.9,TRENQUE LAUQUEN
Aug-22,20.7,0.1,TRES ARROYOS
Aug-22,20.2,2.4,TUCUMAN AERO
Aug-22,4.6,1.5,USHUAIA AERO
Aug-22,17,-5,USPALLATA
Aug-22,20.8,-2,VENADO TUERTO AERO
Aug-22,22.6,3,VICTORICA
Aug-22,23.8,1,VIEDMA AERO
Aug-22,20.2,-5.5,VILLA DE MARIA DEL RIO SECO
Aug-22,18.1,0.4,VILLA DOLORES AERO
Aug-22,16.5,-2,VILLA GESELL AERO
Aug-22,21.8,-2.7,VILLA REYNOLDS AERO
Aug-22,13.1,4.3,AEROPARQUE AERO
Aug-22,10.8,0.7,AZUL AERO
Aug-22,12.9,0.4,BAHIA BLANCA AERO
Aug-22,6.8,-0.2,BARILOCHE AERO
Aug-22,-32.2,-36.5,BASE BELGRANO II
Aug-22,-0.9,-4.9,BASE CARLINI (EX JUBANY)
Aug-22,-2,-7.6,BASE ESPERANZA
Aug-22,-4.2,-11.2,BASE MARAMBIO
Aug-22,-5.7,-24.6,BASE ORCADAS
Aug-22,-1.7,-6,BASE SAN MARTIN
Aug-22,9.9,0.2,BENITO JUAREZ AERO
Aug-22,15.4,5.6,BERNARDO DE IRIGOYEN AERO
Aug-22,11.7,0.2,BOLIVAR AERO
Aug-22,14.1,3.5,BUENOS AIRES OBSERVATORIO
Aug-22,12.7,0.9,CAMPO DE MAYO AERO
Aug-22,17.5,2.8,CATAMARCA AERO
Aug-22,16,4,CERES AERO
Aug-22,19,3.9,CHAMICAL AERO
Aug-22,8,0.8,CHAPELCO AERO
Aug-22,15,3,CHEPES
Aug-22,,4.6,CHILECITO AERO
Aug-22,16.3,-0.3,CIPOLLETTI
Aug-22,16.8,2.2,COMODORO RIVADAVIA AERO
Aug-22,13.2,2,CONCORDIA AERO
Aug-22,15.3,0.4,CORDOBA AERO
Aug-22,16.6,4.8,CORDOBA OBSERVATORIO
Aug-22,10.9,-0.8,CORONEL PRINGLES AERO
Aug-22,11,0,CORONEL SUAREZ AERO
Aug-22,17.3,7,CORRIENTES AERO
Aug-22,12.2,0.4,DOLORES AERO
Aug-22,12.5,-0.7,EL BOLSON AERO
Aug-22,12,-2.5,EL CALAFATE AERO
Aug-22,13,2.5,EL PALOMAR AERO
Aug-22,,-1.5,EL TREBOL
Aug-22,15.2,1.3,ESCUELA DE AVIACION MILITAR AERO
Aug-22,10,-0.3,ESQUEL AERO
Aug-22,13.1,-0.8,EZEIZA AERO
Aug-22,22.4,10.2,FORMOSA AERO
Aug-22,15,-0.1,GENERAL PICO AERO
Aug-22,12,1,GOBERNADOR GREGORES AERO
Aug-22,12.7,0.6,GUALEGUAYCHU AERO
Aug-22,20.8,10.3,IGUAZU AERO
Aug-22,19,9,ITUZAINGO
Aug-22,15,3,JACHAL
Aug-22,18.1,7.3,JUJUY AERO
Aug-22,16.1,5,JUJUY U N
Aug-22,12.4,0.5,JUNIN AERO
Aug-22,12.4,0.4,LA PLATA AERO
Aug-22,13.2,-4.5,LA QUIACA OBSERVATORIO
Aug-22,18.5,3.6,LA RIOJA AERO
Aug-22,14,0.5,LABOULAYE AERO
Aug-22,12,0.5,LAS FLORES
Aug-22,21.6,11.2,LAS LOMITAS
Aug-22,14.2,-3.2,MALARGUE AERO
Aug-22,9.8,-7.5,MAQUINCHAO
Aug-22,10.8,2.3,MAR DEL PLATA AERO
Aug-22,14.3,-1.4,MARCOS JUAREZ AERO
Aug-22,12.5,0.5,MARIANO MORENO AERO
Aug-22,14.8,0.9,MENDOZA AERO
